2049,sum_top_down,sum_bottom_up,count_top_down,count_bottom_up,diff,_count,over_median,winner
the stoplight,0.495650219283,0.504349780717,0.5,0.5,-0.01,24,True,bottom_up
the three,0.492702924557,0.507297075443,0.5,0.5,-0.01,31,True,bottom_up
the train,0.491165242423,0.508834757577,0.5,0.5,-0.02,886,True,bottom_up
the tree,0.481917412917,0.518082587083,0.5,0.5,-0.04,929,True,bottom_up
the umpire,0.503490298827,0.496509701173,0.5,0.5,0.01,50,True,top_down
the white,0.500622670577,0.499377329423,0.5,0.5,0.0,191,True,top_down
there a,0.499028061198,0.500971938802,0.5,0.5,-0.0,7199,True,bottom_up
there these,0.498723143451,0.501276856549,0.5,0.5,-0.0,2,False,bottom_up
these giraffes,0.482603209674,0.517396790326,0.5,0.5,-0.03,98,True,bottom_up
these trucks,0.49582853855,0.50417146145,0.5,0.5,-0.01,18,True,bottom_up
they appear,0.520996704171,0.479003295829,0.5,0.5,0.04,10,True,top_down
think he's,0.500051133458,0.499948866542,0.5,0.5,0.0,2,False,top_down
three colors,0.493186113598,0.506813886402,0.5,0.5,-0.01,1,False,bottom_up
three different,0.497194648252,0.502805351748,0.5,0.5,-0.01,2,False,bottom_up
throwing the,0.502654780158,0.497345219842,0.5,0.5,0.01,47,True,top_down
to light,0.4968626915,0.5031373085,0.5,0.5,-0.01,5,True,bottom_up
to the,0.497091327081,0.502908672919,0.5,0.5,-0.01,792,True,bottom_up
to whom,0.510126790713,0.489873209287,0.5,0.5,0.02,1,False,top_down
too many,0.499771348971,0.500228651029,0.5,0.5,-0.0,18,True,bottom_up
two hand,0.506112219799,0.493887780201,0.5,0.5,0.01,8,True,top_down
under an,0.493208465354,0.506791534646,0.5,0.5,-0.01,10,True,bottom_up
unhappy little,0.510167649798,0.489832350202,0.5,0.5,0.02,1,False,top_down
urban or,0.477634951326,0.522365048674,0.5,0.5,-0.04,76,True,bottom_up
was,0.495893710841,0.504106289159,0.5,0.5,-0.01,4142,True,bottom_up
weight of,0.500344626478,0.499655373522,0.5,0.5,0.0,6,True,top_down
were all,0.520930931683,0.479069068317,0.5,0.5,0.04,3,False,top_down
were any,0.512013972197,0.487986027803,0.5,0.5,0.02,4,False,top_down
were different,0.489787713091,0.510212286909,0.5,0.5,-0.02,2,False,bottom_up
were teddy,0.47857368255,0.52142631745,0.5,0.5,-0.04,1,False,bottom_up
were the,0.494202624218,0.505797375782,0.5,0.5,-0.01,48,True,bottom_up
were there,0.493815779365,0.506184220635,0.5,0.5,-0.01,8,True,bottom_up
were these,0.496567767523,0.503432232477,0.5,0.5,-0.01,52,True,bottom_up
what,0.492175961151,0.507824038849,0.5,0.5,-0.02,51201,True,bottom_up
what animal is,0.481659148053,0.518340851947,0.5,0.5,-0.04,2838,True,bottom_up
what are,0.479963252982,0.520036747018,0.5,0.5,-0.04,1180,True,bottom_up
what are the,0.487577831086,0.512422168914,0.5,0.5,-0.02,14242,True,bottom_up
what brand,0.509125992719,0.490874007281,0.5,0.5,0.02,2550,True,top_down
what color,0.491783147231,0.508216852769,0.5,0.5,-0.02,5979,True,bottom_up
what color are the,0.482889804616,0.517110195384,0.5,0.5,-0.03,9596,True,bottom_up
what color is,0.492184453345,0.507815546655,0.5,0.5,-0.02,3955,True,bottom_up
what color is the,0.485345249048,0.514654750952,0.5,0.5,-0.03,42038,True,bottom_up
what does the,0.49479700696,0.50520299304,0.5,0.5,-0.01,6053,True,bottom_up
what is,0.48917460756,0.51082539244,0.5,0.5,-0.02,19809,True,bottom_up
what is in the,0.4813990937,0.5186009063,0.5,0.5,-0.04,5753,True,bottom_up
what is on the,0.493503102602,0.506496897398,0.5,0.5,-0.01,6476,True,bottom_up
what is the,0.491696528546,0.508303471454,0.5,0.5,-0.02,35712,True,bottom_up
what is the color of the,0.483228231922,0.516771768078,0.5,0.5,-0.03,2578,True,bottom_up
what is the man,0.513311897292,0.486688102708,0.5,0.5,0.03,8065,True,top_down
what is the name,0.502775097785,0.497224902215,0.5,0.5,0.01,2386,True,top_down
what is the person,0.513144213734,0.486855786266,0.5,0.5,0.03,2660,True,top_down
what is the woman,0.520042115666,0.479957884334,0.5,0.5,0.04,2622,True,top_down
what is this,0.50493004944,0.49506995056,0.5,0.5,0.01,5669,True,top_down
what kind of,0.490976719416,0.509023280584,0.5,0.5,-0.02,17038,True,bottom_up
what number is,0.498161907572,0.501838092428,0.5,0.5,-0.0,2343,True,bottom_up
what room is,0.509994720136,0.490005279864,0.5,0.5,0.02,2414,True,top_down
what sport is,0.506822463635,0.493177536365,0.5,0.5,0.01,3615,True,top_down
what time,0.504876305928,0.495123694072,0.5,0.5,0.01,4779,True,top_down
what type of,0.491752957604,0.508247042396,0.5,0.5,-0.02,12048,True,bottom_up
when can,0.48961891159,0.51038108841,0.5,0.5,-0.02,4,False,bottom_up
when did,0.485395895228,0.514604104772,0.5,0.5,-0.03,21,True,bottom_up
when the,0.490287572416,0.509712427584,0.5,0.5,-0.02,109,True,bottom_up
when were,0.449653517367,0.550346482633,0.5,0.5,-0.1,10,True,bottom_up
when will,0.470545170579,0.529454829421,0.5,0.5,-0.06,9,True,bottom_up
where are the,0.493466171387,0.506533828613,0.5,0.5,-0.01,4125,True,bottom_up
where can,0.503643309469,0.496356690531,0.5,0.5,0.01,69,True,top_down
where did,0.53132525231,0.46867474769,0.5,0.5,0.06,119,True,top_down
where else,0.49330519095,0.50669480905,0.5,0.5,-0.01,6,True,bottom_up
where have,0.518080397883,0.481919602117,0.5,0.5,0.04,6,True,top_down
where in,0.493816414989,0.506183585011,0.5,0.5,-0.01,98,True,bottom_up
where is the,0.496222306634,0.503777693366,0.5,0.5,-0.01,10512,True,bottom_up
where it,0.493551801675,0.506448198325,0.5,0.5,-0.01,21,True,bottom_up
where might,0.492452090572,0.507547909428,0.5,0.5,-0.02,43,True,bottom_up
where should,0.50262530886,0.49737469114,0.5,0.5,0.01,25,True,top_down
where the,0.481548527151,0.518451472849,0.5,0.5,-0.04,89,True,bottom_up
where these,0.490914294484,0.509085705516,0.5,0.5,-0.02,17,True,bottom_up
where they,0.49233004773,0.50766995227,0.5,0.5,-0.02,29,True,bottom_up
where us,0.479849615407,0.520150384593,0.5,0.5,-0.04,4,False,bottom_up
where were,0.512365122981,0.487634877019,0.5,0.5,0.02,10,True,top_down
where will,0.535985318189,0.464014681811,0.5,0.5,0.07,4,False,top_down
where would,0.497554295991,0.502445704009,0.5,0.5,-0.0,39,True,bottom_up
where you,0.498009450109,0.501990549891,0.5,0.5,-0.0,26,True,bottom_up
where's the,0.503512265345,0.496487734655,0.5,0.5,0.01,14,True,top_down
whether juicer,0.505031593728,0.494968406272,0.5,0.5,0.01,1,False,top_down
whether the,0.505102907054,0.494897092946,0.5,0.5,0.01,7,True,top_down
which,0.49038188932,0.50961811068,0.5,0.5,-0.02,8226,True,bottom_up
who appears,0.516710176019,0.483289823981,0.5,0.5,0.03,8,True,top_down
who ate,0.502138989122,0.497861010878,0.5,0.5,0.0,12,True,top_down
who bought,0.517119124797,0.482880875203,0.5,0.5,0.03,2,False,top_down
who brings,0.497686491367,0.502313508633,0.5,0.5,-0.0,2,False,bottom_up
who broke,0.523817934097,0.476182065903,0.5,0.5,0.05,3,False,top_down
who brought,0.507394084732,0.492605915268,0.5,0.5,0.01,1,False,top_down
who built,0.50274164315,0.49725835685,0.5,0.5,0.01,6,True,top_down
who can,0.510478708534,0.489521291466,0.5,0.5,0.02,15,True,top_down
who can't,0.537843566252,0.462156433748,0.5,0.5,0.08,2,False,top_down
who carries,0.505984576952,0.494015423048,0.5,0.5,0.01,3,False,top_down
who cleaned,0.539216355274,0.460783644726,0.5,0.5,0.08,10,True,top_down
who cooked,0.516472515471,0.483527484529,0.5,0.5,0.03,3,False,top_down
who copyrighted,0.507527223821,0.492472776179,0.5,0.5,0.02,4,False,top_down
who crosses,0.494640581666,0.505359418334,0.5,0.5,-0.01,2,False,bottom_up
who cuts,0.502486501847,0.497513498153,0.5,0.5,0.0,1,False,top_down
who delivers,0.53328456474,0.46671543526,0.5,0.5,0.07,1,False,top_down
who did,0.515078643319,0.484921356681,0.5,0.5,0.03,11,True,top_down
who died,0.514315460698,0.485684539302,0.5,0.5,0.03,1,False,top_down
who drives,0.503837725459,0.496162274541,0.5,0.5,0.01,6,True,top_down
who empties,0.494579463448,0.505420536552,0.5,0.5,-0.01,2,False,bottom_up
who fed,0.489937020811,0.510062979189,0.5,0.5,-0.02,2,False,bottom_up
who feeding,0.482458178439,0.517541821561,0.5,0.5,-0.04,1,False,bottom_up
who feeds,0.435876464045,0.564123535955,0.5,0.5,-0.13,2,False,bottom_up
who fixed,0.547179520165,0.452820479835,0.5,0.5,0.09,1,False,top_down
who fixes,0.519787028676,0.480212971324,0.5,0.5,0.04,2,False,top_down
who flew,0.516487191492,0.483512808508,0.5,0.5,0.03,2,False,top_down
who flies,0.518898691579,0.481101308421,0.5,0.5,0.04,5,True,top_down
who found,0.524930747922,0.475069252078,0.5,0.5,0.05,1,False,top_down
who founded,0.534707806057,0.465292193943,0.5,0.5,0.07,2,False,top_down
who had,0.516883065474,0.483116934526,0.5,0.5,0.03,4,False,top_down
who have,0.468365758755,0.531634241245,0.5,0.5,-0.06,2,False,bottom_up
who hit,0.493783961798,0.506216038202,0.5,0.5,-0.01,2,False,bottom_up
who hold,0.499195158071,0.500804841929,0.5,0.5,-0.0,1,False,bottom_up
who holds,0.503743622083,0.496256377917,0.5,0.5,0.01,12,True,top_down
who in,0.492618302698,0.507381697302,0.5,0.5,-0.01,4,False,bottom_up
who invented,0.523856694733,0.476143305267,0.5,0.5,0.05,3,False,top_down
who is,0.5052636397,0.4947363603,0.5,0.5,0.01,3377,True,top_down
who just,0.507196048925,0.492803951075,0.5,0.5,0.01,4,False,top_down
who kicked,0.495849404662,0.504150595338,0.5,0.5,-0.01,2,False,bottom_up
who left,0.515631256991,0.484368743009,0.5,0.5,0.03,10,True,top_down
who likely,0.519567407594,0.480432592406,0.5,0.5,0.04,4,False,top_down
who likes,0.503684173356,0.496315826644,0.5,0.5,0.01,3,False,top_down
who lives,0.511253010092,0.488746989908,0.5,0.5,0.02,37,True,top_down
who looks,0.49781478039,0.50218521961,0.5,0.5,-0.0,17,True,bottom_up
who loves,0.521914157737,0.478085842263,0.5,0.5,0.04,1,False,top_down
who made,0.51609824401,0.48390175599,0.5,0.5,0.03,75,True,top_down
who makes,0.522695847803,0.477304152197,0.5,0.5,0.05,57,True,top_down
who manufactured,0.49792482655,0.50207517345,0.5,0.5,-0.0,19,True,bottom_up
who manufactures,0.556410470854,0.443589529146,0.5,0.5,0.11,8,True,top_down
who many,0.487156142517,0.512843857483,0.5,0.5,-0.03,51,True,bottom_up
who meets,0.533668880484,0.466331119516,0.5,0.5,0.07,2,False,top_down
who might,0.522335218192,0.477664781808,0.5,0.5,0.04,9,True,top_down
who more,0.521148770663,0.478851229337,0.5,0.5,0.04,2,False,top_down
who named,0.508420948551,0.491579051449,0.5,0.5,0.02,2,False,top_down
who needs,0.516989785282,0.483010214718,0.5,0.5,0.03,3,False,top_down
who normally,0.479389541408,0.520610458592,0.5,0.5,-0.04,1,False,bottom_up
who own's,0.515184314696,0.484815685304,0.5,0.5,0.03,2,False,top_down
who owns,0.517936168848,0.482063831152,0.5,0.5,0.04,119,True,top_down
who painted,0.506697126489,0.493302873511,0.5,0.5,0.01,14,True,top_down
who peed,0.536477833374,0.463522166626,0.5,0.5,0.07,2,False,top_down
who photographed,0.514856930615,0.485143069385,0.5,0.5,0.03,9,True,top_down
who picked,0.51753271028,0.48246728972,0.5,0.5,0.04,1,False,top_down
who plays,0.514114009997,0.485885990003,0.5,0.5,0.03,2,False,top_down
who pretending,0.533973461359,0.466026538641,0.5,0.5,0.07,1,False,top_down
who put,0.512536335835,0.487463664165,0.5,0.5,0.03,27,True,top_down
who rides,0.478026658977,0.521973341023,0.5,0.5,-0.04,23,True,bottom_up
who runs,0.47128075519,0.52871924481,0.5,0.5,-0.06,4,False,bottom_up
who seems,0.50363187462,0.49636812538,0.5,0.5,0.01,2,False,top_down
who served,0.517512574303,0.482487425697,0.5,0.5,0.04,2,False,top_down
who shot,0.536063487811,0.463936512189,0.5,0.5,0.07,2,False,top_down
who should,0.504678685986,0.495321314014,0.5,0.5,0.01,6,True,top_down
who sits,0.47615165104,0.52384834896,0.5,0.5,-0.05,2,False,bottom_up
who sleeps,0.506429799427,0.493570200573,0.5,0.5,0.01,3,False,top_down
who sponsors,0.517400942018,0.482599057982,0.5,0.5,0.03,23,True,top_down
who sprayed,0.520455161203,0.479544838797,0.5,0.5,0.04,2,False,top_down
who squats,0.505776066351,0.494223933649,0.5,0.5,0.01,1,False,top_down
who stole,0.52653275371,0.47346724629,0.5,0.5,0.05,1,False,top_down
who supposedly,0.538948223822,0.461051776178,0.5,0.5,0.08,1,False,top_down
who swims,0.488785814937,0.511214185063,0.5,0.5,-0.02,1,False,bottom_up
who tackled,0.492159076653,0.507840923347,0.5,0.5,-0.02,1,False,bottom_up
who takes,0.500978973355,0.499021026645,0.5,0.5,0.0,3,False,top_down
who threw,0.505190587204,0.494809412796,0.5,0.5,0.01,4,False,top_down
who took,0.5054388668,0.4945611332,0.5,0.5,0.01,189,True,top_down
who turned,0.533612143742,0.466387856258,0.5,0.5,0.07,2,False,top_down
who used,0.529084330643,0.470915669357,0.5,0.5,0.06,2,False,top_down
who uses,0.530998036342,0.469001963658,0.5,0.5,0.06,33,True,top_down
who waits,0.500414708322,0.499585291678,0.5,0.5,0.0,1,False,top_down
who wants,0.512355304434,0.487644695566,0.5,0.5,0.02,4,False,top_down
who wears,0.520022150429,0.479977849571,0.5,0.5,0.04,26,True,top_down
who welcomes,0.499913143175,0.500086856825,0.5,0.5,-0.0,2,False,bottom_up
who were,0.478134778295,0.521865221705,0.5,0.5,-0.04,2,False,bottom_up
who will,0.502961541365,0.497038458635,0.5,0.5,0.01,58,True,top_down
who wins,0.541625017849,0.458374982151,0.5,0.5,0.08,2,False,top_down
who won,0.504878520846,0.495121479154,0.5,0.5,0.01,13,True,top_down
who works,0.521195609956,0.478804390044,0.5,0.5,0.04,12,True,top_down
who would,0.502002867615,0.497997132385,0.5,0.5,0.0,25,True,top_down
who wrote,0.531017739146,0.468982260854,0.5,0.5,0.06,28,True,top_down
who's getting,0.527829611994,0.472170388006,0.5,0.5,0.06,1,False,top_down
who's taller,0.425711633663,0.574288366337,0.5,0.5,-0.15,2,False,bottom_up
whose attention,0.515897435897,0.484102564103,0.5,0.5,0.03,2,False,top_down
whose holding,0.506134773301,0.493865226699,0.5,0.5,0.01,4,False,top_down
whose in,0.505646833132,0.494353166868,0.5,0.5,0.01,2,False,top_down
whose performing,0.477664589721,0.522335410279,0.5,0.5,-0.04,2,False,bottom_up
whose portrait,0.508330131675,0.491669868325,0.5,0.5,0.02,2,False,top_down
why,0.486394771441,0.513605228559,0.5,0.5,-0.03,4038,True,bottom_up
why is the,0.494380615039,0.505619384961,0.5,0.5,-0.01,2643,True,bottom_up
will a,0.49443287037,0.50556712963,0.5,0.5,-0.01,27,True,bottom_up
will all,0.506896193087,0.493103806913,0.5,0.5,0.01,18,True,top_down
will any,0.502157783162,0.497842216838,0.5,0.5,0.0,7,True,top_down
will anyone,0.505780147747,0.494219852253,0.5,0.5,0.01,22,True,top_down
will be,0.485519179866,0.514480820134,0.5,0.5,-0.03,39,True,bottom_up
will both,0.508183471408,0.491816528592,0.5,0.5,0.02,1,False,top_down
will chicken,0.49598600247,0.50401399753,0.5,0.5,-0.01,2,False,bottom_up
will children,0.499984284637,0.500015715363,0.5,0.5,-0.0,4,False,bottom_up
will coffee,0.521032533985,0.478967466015,0.5,0.5,0.04,2,False,top_down
will eating,0.483197512022,0.516802487978,0.5,0.5,-0.03,2,False,bottom_up
will everyone,0.50048113183,0.49951886817,0.5,0.5,0.0,2,False,top_down
will grass,0.499694935937,0.500305064063,0.5,0.5,-0.0,2,False,bottom_up
will he,0.501649872917,0.498350127083,0.5,0.5,0.0,132,True,top_down
will i,0.506110838538,0.493889161462,0.5,0.5,0.01,12,True,top_down
will it,0.501560939817,0.498439060183,0.5,0.5,0.0,73,True,top_down
will many,0.481107320913,0.518892679087,0.5,0.5,-0.04,2,False,bottom_up
will more,0.495456437292,0.504543562708,0.5,0.5,-0.01,2,False,bottom_up
will people,0.489951707269,0.510048292731,0.5,0.5,-0.02,7,True,bottom_up
will practicing,0.472530908057,0.527469091943,0.5,0.5,-0.05,2,False,bottom_up
will removing,0.515442807576,0.484557192424,0.5,0.5,0.03,1,False,top_down
will she,0.507358760307,0.492641239693,0.5,0.5,0.01,28,True,top_down
will someone,0.497505459177,0.502494540823,0.5,0.5,-0.0,33,True,bottom_up
will tea,0.51913269297,0.48086730703,0.5,0.5,0.04,2,False,top_down
will that,0.498757757924,0.501242242076,0.5,0.5,-0.0,13,True,bottom_up
will the,0.498677137587,0.501322862413,0.5,0.5,-0.0,805,True,bottom_up
will there,0.503813874857,0.496186125143,0.5,0.5,0.01,23,True,top_down
will these,0.497269610027,0.502730389973,0.5,0.5,-0.01,80,True,bottom_up
will they,0.501830086162,0.498169913838,0.5,0.5,0.0,59,True,top_down
will those,0.467416788672,0.532583211328,0.5,0.5,-0.07,7,True,bottom_up
will you,0.502523844277,0.497476155723,0.5,0.5,0.01,37,True,top_down
winter or,0.438423898254,0.561576101746,0.5,0.5,-0.12,18,True,bottom_up
with these,0.506611900149,0.493388099851,0.5,0.5,0.01,49,True,top_down
wool in,0.524665321841,0.475334678159,0.5,0.5,0.05,1,False,top_down
would a,0.497847958813,0.502152041187,0.5,0.5,-0.0,545,True,bottom_up
would all,0.506776176921,0.493223823079,0.5,0.5,0.01,14,True,top_down
would an,0.504269421389,0.495730578611,0.5,0.5,0.01,11,True,top_down
would andy,0.507528286758,0.492471713242,0.5,0.5,0.02,2,False,top_down
would any,0.505283114658,0.494716885342,0.5,0.5,0.01,8,True,top_down
would be,0.490117641907,0.509882358093,0.5,0.5,-0.02,112,True,bottom_up
would bugs,0.5,0.5,0.5,0.5,0.0,2,False,top_down
would cars,0.480621719822,0.519378280178,0.5,0.5,-0.04,4,False,bottom_up
would chocolate,0.506033700761,0.493966299239,0.5,0.5,0.01,2,False,top_down
would college,0.500120264582,0.499879735418,0.5,0.5,0.0,1,False,top_down
would criminals,0.509680339857,0.490319660143,0.5,0.5,0.02,2,False,top_down
would deer,0.491271730506,0.508728269494,0.5,0.5,-0.02,2,False,bottom_up
would dr,0.502654060492,0.497345939508,0.5,0.5,0.01,4,False,top_down
would each,0.519059911154,0.480940088846,0.5,0.5,0.04,2,False,top_down
would eating,0.499418491956,0.500581508044,0.5,0.5,-0.0,2,False,bottom_up
would either,0.521957460419,0.478042539581,0.5,0.5,0.04,2,False,top_down
would eyeglasses,0.517272987683,0.482727012317,0.5,0.5,0.03,2,False,top_down
would firefighters,0.494409862815,0.505590137185,0.5,0.5,-0.01,4,False,bottom_up
would following,0.509607854948,0.490392145052,0.5,0.5,0.02,1,False,top_down
would he,0.50085872679,0.49914127321,0.5,0.5,0.0,20,True,top_down
would hot,0.487869705367,0.512130294633,0.5,0.5,-0.02,2,False,bottom_up
would i,0.503784993171,0.496215006829,0.5,0.5,0.01,9,True,top_down
would it,0.497828539846,0.502171460154,0.5,0.5,-0.0,214,True,bottom_up
would liam,0.468566744435,0.531433255565,0.5,0.5,-0.06,1,False,bottom_up
would liberace,0.528712129939,0.471287870061,0.5,0.5,0.06,2,False,top_down
would many,0.506636561227,0.493363438773,0.5,0.5,0.01,4,False,top_down
would mittens,0.499068529607,0.500931470393,0.5,0.5,-0.0,1,False,bottom_up
would more,0.497178040021,0.502821959979,0.5,0.5,-0.01,2,False,bottom_up
would most,0.497405370644,0.502594629356,0.5,0.5,-0.01,41,True,bottom_up
would now,0.497600307161,0.502399692839,0.5,0.5,-0.0,3,False,bottom_up
would one,0.495906472191,0.504093527809,0.5,0.5,-0.01,58,True,bottom_up
would people,0.487287603615,0.512712396385,0.5,0.5,-0.03,21,True,bottom_up
would pine,0.495459065297,0.504540934703,0.5,0.5,-0.01,1,False,bottom_up
would pineapple,0.501207764617,0.498792235383,0.5,0.5,0.0,2,False,top_down
would sitting,0.496747010348,0.503252989652,0.5,0.5,-0.01,2,False,bottom_up
would someone,0.499813477665,0.500186522335,0.5,0.5,-0.0,140,True,bottom_up
would that,0.498036399199,0.501963600801,0.5,0.5,-0.0,9,True,bottom_up
would the,0.497148184289,0.502851815711,0.5,0.5,-0.01,323,True,bottom_up
would there,0.492213782818,0.507786217182,0.5,0.5,-0.02,23,True,bottom_up
would these,0.496049138622,0.503950861378,0.5,0.5,-0.01,109,True,bottom_up
would they,0.483822420307,0.516177579693,0.5,0.5,-0.03,19,True,bottom_up
would those,0.502054456802,0.497945543198,0.5,0.5,0.0,4,False,top_down
would today,0.490912507718,0.509087492282,0.5,0.5,-0.02,2,False,bottom_up
would traffic,0.501796114812,0.498203885188,0.5,0.5,0.0,2,False,top_down
would two,0.506923529907,0.493076470093,0.5,0.5,0.01,4,False,top_down
would wolves,0.485491610576,0.514508389424,0.5,0.5,-0.03,2,False,bottom_up
would you,0.496299108092,0.503700891908,0.5,0.5,-0.01,1166,True,bottom_up
would your,0.496838355351,0.503161644649,0.5,0.5,-0.01,2,False,bottom_up
wouldn't it,0.511028763014,0.488971236986,0.5,0.5,0.02,1,False,top_down
wouldn't one,0.500641680417,0.499358319583,0.5,0.5,0.0,2,False,top_down
wouldn't you,0.473764400845,0.526235599155,0.5,0.5,-0.05,2,False,bottom_up
yes it,0.487052565476,0.512947434524,0.5,0.5,-0.03,20,True,bottom_up
yes on,0.501127389198,0.498872610802,0.5,0.5,0.0,6,True,top_down
yes the,0.495909901527,0.504090098473,0.5,0.5,-0.01,27,True,bottom_up
yes very,0.474871039057,0.525128960943,0.5,0.5,-0.05,2,False,bottom_up
"yes, it",0.475361096251,0.524638903749,0.5,0.5,-0.05,6,True,bottom_up
"yes, you",0.510741138561,0.489258861439,0.5,0.5,0.02,2,False,top_down
