2049,sum_top_down,sum_bottom_up,count_top_down,count_bottom_up,diff,_count,over_median,winner
everyone likes,0.472302189654,0.527697810346,0.5,0.5,-0.06,2,False,bottom_up
evidence of,0.478980470043,0.521019529957,0.5,0.5,-0.04,2,False,bottom_up
exactly what,0.556277558598,0.443722441402,0.5,0.5,0.11,1,False,top_down
excluding the,0.499616374058,0.500383625942,0.5,0.5,-0.0,2,False,bottom_up
"eyes, of",0.480581218046,0.519418781954,0.5,0.5,-0.04,2,False,bottom_up
farmland animal,0.472944287852,0.527055712148,0.5,0.5,-0.05,2,False,bottom_up
female or,0.485980937882,0.514019062118,0.5,0.5,-0.03,6,True,bottom_up
females or,0.466778378653,0.533221621347,0.5,0.5,-0.07,2,False,bottom_up
figure out,0.511098820059,0.488901179941,0.5,0.5,0.02,2,False,top_down
fill in,0.480520472601,0.519479527399,0.5,0.5,-0.04,3,True,bottom_up
food from,0.477193177399,0.522806822601,0.5,0.5,-0.05,1,False,bottom_up
for a,0.527331525141,0.472668474859,0.5,0.5,0.05,2,False,top_down
for beauty,0.477361329594,0.522638670406,0.5,0.5,-0.05,2,False,bottom_up
for the,0.49909053056,0.50090946944,0.5,0.5,-0.0,3,True,bottom_up
for these,0.453023488256,0.546976511744,0.5,0.5,-0.09,2,False,bottom_up
for this,0.475662229394,0.524337770606,0.5,0.5,-0.05,1,False,bottom_up
for what,0.49042133851,0.50957866149,0.5,0.5,-0.02,35,True,bottom_up
for which,0.476119920557,0.523880079443,0.5,0.5,-0.05,8,True,bottom_up
forehand or,0.538253740809,0.461746259191,0.5,0.5,0.08,2,False,top_down
fork or,0.50573356013,0.49426643987,0.5,0.5,0.01,5,True,top_down
forks or,0.501358340735,0.498641659265,0.5,0.5,0.0,2,False,top_down
formal or,0.483972778381,0.516027221619,0.5,0.5,-0.03,8,True,bottom_up
four groups,0.494340143567,0.505659856433,0.5,0.5,-0.01,1,False,bottom_up
four windows,0.499241130715,0.500758869285,0.5,0.5,-0.0,2,False,bottom_up
fries or,0.471102347518,0.528897652482,0.5,0.5,-0.06,2,False,bottom_up
from her,0.506539585362,0.493460414638,0.5,0.5,0.01,1,False,top_down
from in,0.517168257075,0.482831742925,0.5,0.5,0.03,2,False,top_down
from inside,0.48,0.52,0.5,0.5,-0.04,2,False,bottom_up
from looking,0.460179257362,0.539820742638,0.5,0.5,-0.08,2,False,bottom_up
from the,0.473735093299,0.526264906701,0.5,0.5,-0.05,24,True,bottom_up
from this,0.501307813993,0.498692186007,0.5,0.5,0.0,5,True,top_down
from those,0.493397519473,0.506602480527,0.5,0.5,-0.01,2,False,bottom_up
from what,0.481383629494,0.518616370506,0.5,0.5,-0.04,62,True,bottom_up
from where,0.491619770002,0.508380229998,0.5,0.5,-0.02,22,True,bottom_up
from which,0.489159766943,0.510840233057,0.5,0.5,-0.02,15,True,bottom_up
from whom,0.486533095037,0.513466904963,0.5,0.5,-0.03,2,False,bottom_up
front of,0.442343131627,0.557656868373,0.5,0.5,-0.12,2,False,bottom_up
game played,0.496625670136,0.503374329864,0.5,0.5,-0.01,1,False,bottom_up
gas or,0.507984494234,0.492015505766,0.5,0.5,0.02,2,False,top_down
gender of,0.469918166939,0.530081833061,0.5,0.5,-0.06,1,False,bottom_up
gene kelly,0.485302939412,0.514697060588,0.5,0.5,-0.03,1,False,bottom_up
given that,0.46660904085,0.53339095915,0.5,0.5,-0.07,2,False,bottom_up
given the,0.492269489718,0.507730510282,0.5,0.5,-0.02,13,True,bottom_up
given what,0.452373255751,0.547626744249,0.5,0.5,-0.1,2,False,bottom_up
glasses assist,0.536250243617,0.463749756383,0.5,0.5,0.07,1,False,top_down
granite countertops,0.528934595934,0.471065404066,0.5,0.5,0.06,2,False,top_down
guessing from,0.499745633373,0.500254366627,0.5,0.5,-0.0,2,False,bottom_up
guy or,0.497509339975,0.502490660025,0.5,0.5,-0.0,2,False,bottom_up
had it,0.488919148936,0.511080851064,0.5,0.5,-0.02,2,False,bottom_up
had the,0.498739647101,0.501260352899,0.5,0.5,-0.0,2,False,bottom_up
had this,0.499695731548,0.500304268452,0.5,0.5,-0.0,1,False,bottom_up
hands move,0.497062810664,0.502937189336,0.5,0.5,-0.01,1,False,bottom_up
has,0.502417396858,0.497582603142,0.5,0.5,0.0,2773,True,top_down
have a,0.492629965845,0.507370034155,0.5,0.5,-0.01,6,True,bottom_up
have all,0.504379528358,0.495620471642,0.5,0.5,0.01,23,True,top_down
have any,0.492528015238,0.507471984762,0.5,0.5,-0.01,43,True,bottom_up
have apples,0.498531571219,0.501468428781,0.5,0.5,-0.0,2,False,bottom_up
have both,0.509279019343,0.490720980657,0.5,0.5,0.02,4,True,top_down
have gang,0.516115981119,0.483884018881,0.5,0.5,0.03,1,False,top_down
have many,0.475334203538,0.524665796462,0.5,0.5,-0.05,8,True,bottom_up
have other,0.482874973556,0.517125026444,0.5,0.5,-0.03,15,True,bottom_up
have people,0.493377016839,0.506622983161,0.5,0.5,-0.01,7,True,bottom_up
have slices,0.463683052091,0.536316947909,0.5,0.5,-0.07,2,False,bottom_up
have smart,0.511723457872,0.488276542128,0.5,0.5,0.02,1,False,top_down
have some,0.486419753086,0.513580246914,0.5,0.5,-0.03,2,False,bottom_up
have steps,0.507628734901,0.492371265099,0.5,0.5,0.02,1,False,top_down
have the,0.500632643242,0.499367356758,0.5,0.5,0.0,236,True,top_down
have there,0.485207968985,0.514792031015,0.5,0.5,-0.03,6,True,bottom_up
have these,0.503132316057,0.496867683943,0.5,0.5,0.01,119,True,top_down
have they,0.502058510089,0.497941489911,0.5,0.5,0.0,49,True,top_down
have this,0.483145359461,0.516854640539,0.5,0.5,-0.03,2,False,bottom_up
have those,0.525544070539,0.474455929461,0.5,0.5,0.05,2,False,top_down
have trees,0.480145183441,0.519854816559,0.5,0.5,-0.04,4,True,bottom_up
have we,0.530682622023,0.469317377977,0.5,0.5,0.06,2,False,top_down
have wheeled,0.493104149125,0.506895850875,0.5,0.5,-0.01,2,False,bottom_up
have you,0.504130894256,0.495869105744,0.5,0.5,0.01,84,True,top_down
hazy or,0.466018683366,0.533981316634,0.5,0.5,-0.07,21,True,bottom_up
he is,0.502010473373,0.497989526627,0.5,0.5,0.0,15,True,top_down
he's playing,0.496476391825,0.503523608175,0.5,0.5,-0.01,2,False,bottom_up
heads or,0.483154859967,0.516845140033,0.5,0.5,-0.03,1,False,bottom_up
height of,0.461360302633,0.538639697367,0.5,0.5,-0.08,2,False,bottom_up
her bed,0.492134319122,0.507865680878,0.5,0.5,-0.02,2,False,bottom_up
her hair,0.523905791974,0.476094208026,0.5,0.5,0.05,2,False,top_down
her life,0.48608639685,0.51391360315,0.5,0.5,-0.03,2,False,bottom_up
here is,0.528548644338,0.471451355662,0.5,0.5,0.06,2,False,top_down
highest number,0.507180350599,0.492819649401,0.5,0.5,0.01,1,False,top_down
his hat,0.461182150313,0.538817849687,0.5,0.5,-0.08,1,False,bottom_up
houses or,0.426365172796,0.573634827204,0.5,0.5,-0.15,1,False,bottom_up
how,0.480011672999,0.519988327001,0.5,0.5,-0.04,7183,True,bottom_up
how many,0.487464537067,0.512535462933,0.5,0.5,-0.03,62793,True,bottom_up
how many people are,0.492112485993,0.507887514007,0.5,0.5,-0.02,6274,True,bottom_up
how many people are in,0.4961481405,0.5038518595,0.5,0.5,-0.01,2991,True,bottom_up
hunted by,0.453727879315,0.546272120685,0.5,0.5,-0.09,1,False,bottom_up
i am,0.490243286799,0.509756713201,0.5,0.5,-0.02,4,True,bottom_up
i can,0.485792513172,0.514207486828,0.5,0.5,-0.03,3,True,bottom_up
i get,0.523889920648,0.476110079352,0.5,0.5,0.05,2,False,top_down
i see,0.498853549084,0.501146450916,0.5,0.5,-0.0,4,True,bottom_up
if 20,0.504778422767,0.495221577233,0.5,0.5,0.01,2,False,top_down
if a,0.494951206803,0.505048793197,0.5,0.5,-0.01,25,True,bottom_up
if all,0.489799791252,0.510200208748,0.5,0.5,-0.02,2,False,bottom_up
if an,0.502557313918,0.497442686082,0.5,0.5,0.01,1,False,top_down
if blue,0.488627748294,0.511372251706,0.5,0.5,-0.02,1,False,bottom_up
if brooklyn,0.519200793538,0.480799206462,0.5,0.5,0.04,1,False,top_down
if clouds,0.496160974318,0.503839025682,0.5,0.5,-0.01,1,False,bottom_up
if curious,0.500753693096,0.499246306904,0.5,0.5,0.0,2,False,top_down
if each,0.478000771903,0.521999228097,0.5,0.5,-0.04,2,False,bottom_up
"if farmed,",0.450800067374,0.549199932626,0.5,0.5,-0.1,2,False,bottom_up
if he,0.506271531294,0.493728468706,0.5,0.5,0.01,11,True,top_down
if humans,0.457711442786,0.542288557214,0.5,0.5,-0.08,1,False,bottom_up
if i,0.487504337051,0.512495662949,0.5,0.5,-0.02,22,True,bottom_up
if it,0.48418408656,0.51581591344,0.5,0.5,-0.03,6,True,bottom_up
if it's,0.484144295302,0.515855704698,0.5,0.5,-0.03,3,True,bottom_up
if left,0.506418117897,0.493581882103,0.5,0.5,0.01,1,False,top_down
if looking,0.514555981407,0.485444018593,0.5,0.5,0.03,1,False,top_down
if my,0.507158016593,0.492841983407,0.5,0.5,0.01,2,False,top_down
if one,0.502464332036,0.497535667964,0.5,0.5,0.0,9,True,top_down
if people,0.467715274549,0.532284725451,0.5,0.5,-0.06,3,True,bottom_up
if removed,0.522604691954,0.477395308046,0.5,0.5,0.05,2,False,top_down
if rice,0.506593438868,0.493406561132,0.5,0.5,0.01,2,False,top_down
if seated,0.507838283828,0.492161716172,0.5,0.5,0.02,2,False,top_down
if she,0.509321708614,0.490678291386,0.5,0.5,0.02,3,True,top_down
if slices,0.492041979427,0.507958020573,0.5,0.5,-0.02,2,False,bottom_up
if someone,0.493665325344,0.506334674656,0.5,0.5,-0.01,11,True,bottom_up
if that,0.475629438347,0.524370561653,0.5,0.5,-0.05,1,False,bottom_up
if the,0.4918638785,0.5081361215,0.5,0.5,-0.02,121,True,bottom_up
if there,0.506737298211,0.493262701789,0.5,0.5,0.01,5,True,top_down
if these,0.509080257762,0.490919742238,0.5,0.5,0.02,6,True,top_down
if they,0.491516146689,0.508483853311,0.5,0.5,-0.02,1,False,bottom_up
if they're,0.455744071954,0.544255928046,0.5,0.5,-0.09,1,False,bottom_up
if this,0.486185785214,0.513814214786,0.5,0.5,-0.03,44,True,bottom_up
if three,0.472154241031,0.527845758969,0.5,0.5,-0.06,2,False,bottom_up
if two,0.439060332871,0.560939667129,0.5,0.5,-0.12,2,False,bottom_up
if water,0.492431331535,0.507568668465,0.5,0.5,-0.02,1,False,bottom_up
if west,0.52448145987,0.47551854013,0.5,0.5,0.05,1,False,top_down
if you,0.494595621047,0.505404378953,0.5,0.5,-0.01,103,True,bottom_up
if you're,0.522614603097,0.477385396903,0.5,0.5,0.05,2,False,top_down
if your,0.432398196788,0.567601803212,0.5,0.5,-0.14,2,False,bottom_up
ignoring the,0.518005620419,0.481994379581,0.5,0.5,0.04,2,False,top_down
in a,0.519095427104,0.480904572896,0.5,0.5,0.04,2,False,top_down
in addition,0.48636971505,0.51363028495,0.5,0.5,-0.03,3,True,bottom_up
in american,0.480015604497,0.519984395503,0.5,0.5,-0.04,2,False,bottom_up
in an,0.521658986175,0.478341013825,0.5,0.5,0.04,2,False,top_down
in black,0.457657432826,0.542342567174,0.5,0.5,-0.08,2,False,bottom_up
in container,0.528093790708,0.471906209292,0.5,0.5,0.06,1,False,top_down
in how,0.490506249317,0.509493750683,0.5,0.5,-0.02,10,True,bottom_up
"in inches,",0.489226248776,0.510773751224,0.5,0.5,-0.02,2,False,bottom_up
in order,0.499408698699,0.500591301301,0.5,0.5,-0.0,2,False,bottom_up
"in order,",0.480824595699,0.519175404301,0.5,0.5,-0.04,2,False,bottom_up
in reference,0.517581573896,0.482418426104,0.5,0.5,0.04,2,False,top_down
in relation,0.494517209869,0.505482790131,0.5,0.5,-0.01,2,False,bottom_up
in some,0.442679261486,0.557320738514,0.5,0.5,-0.11,1,False,bottom_up
"in surfing,",0.47585129647,0.52414870353,0.5,0.5,-0.05,1,False,bottom_up
in the,0.48890301033,0.51109698967,0.5,0.5,-0.02,23,True,bottom_up
in there,0.489822353812,0.510177646188,0.5,0.5,-0.02,2,False,bottom_up
in this,0.494146805726,0.505853194274,0.5,0.5,-0.01,17,True,bottom_up
in total,0.485775453909,0.514224546091,0.5,0.5,-0.03,2,False,bottom_up
in water,0.445314998401,0.554685001599,0.5,0.5,-0.11,2,False,bottom_up
in what,0.491433396809,0.508566603191,0.5,0.5,-0.02,399,True,bottom_up
in which,0.497714740378,0.502285259622,0.5,0.5,-0.0,133,True,bottom_up
in your,0.506325515281,0.493674484719,0.5,0.5,0.01,2,False,top_down
"including reflections,",0.490629813452,0.509370186548,0.5,0.5,-0.02,2,False,bottom_up
including reggae,0.491078881469,0.508921118531,0.5,0.5,-0.02,2,False,bottom_up
including the,0.505212316361,0.494787683639,0.5,0.5,0.01,2,False,top_down
including those,0.471365045142,0.528634954858,0.5,0.5,-0.06,2,False,bottom_up
indoor or,0.487363138686,0.512636861314,0.5,0.5,-0.03,2,False,bottom_up
indoors or,0.477596927579,0.522403072421,0.5,0.5,-0.04,1,False,bottom_up
indoors our,0.473065231475,0.526934768525,0.5,0.5,-0.05,1,False,bottom_up
inside or,0.479982313691,0.520017686309,0.5,0.5,-0.04,2,False,bottom_up
insignia of,0.494883422288,0.505116577712,0.5,0.5,-0.01,2,False,bottom_up
instead of,0.450567460155,0.549432539845,0.5,0.5,-0.1,2,False,bottom_up
intelligent being,0.522536362151,0.477463637849,0.5,0.5,0.05,2,False,top_down
into how,0.455657303139,0.544342696861,0.5,0.5,-0.09,4,True,bottom_up
into what,0.480095435868,0.519904564132,0.5,0.5,-0.04,2,False,bottom_up
is,0.502013902305,0.497986097695,0.5,0.5,0.0,8781,True,top_down
is he,0.502482840983,0.497517159017,0.5,0.5,0.0,3834,True,top_down
is it,0.488983423645,0.511016576355,0.5,0.5,-0.02,10914,True,bottom_up
is that a,0.501151605572,0.498848394428,0.5,0.5,0.0,2499,True,top_down
is the,0.49709482574,0.50290517426,0.5,0.5,-0.01,51717,True,bottom_up
is the man,0.503175327735,0.496824672265,0.5,0.5,0.01,7837,True,top_down
is the person,0.50194338713,0.49805661287,0.5,0.5,0.0,2538,True,top_down
is the woman,0.507255975049,0.492744024951,0.5,0.5,0.01,3075,True,top_down
is there,0.496830037993,0.503169962007,0.5,0.5,-0.01,6148,True,bottom_up
is there a,0.499722293482,0.500277706518,0.5,0.5,-0.0,18146,True,bottom_up
is this,0.49551930519,0.50448069481,0.5,0.5,-0.01,22647,True,bottom_up
is this a,0.496950854654,0.503049145346,0.5,0.5,-0.01,24297,True,bottom_up
is this an,0.494663225178,0.505336774822,0.5,0.5,-0.01,3647,True,bottom_up
is this person,0.499347224314,0.500652775686,0.5,0.5,-0.0,2571,True,bottom_up
it appears,0.510743615705,0.489256384295,0.5,0.5,0.02,1,False,top_down
it could,0.500688434304,0.499311565696,0.5,0.5,0.0,2,False,top_down
it is,0.499119459935,0.500880540065,0.5,0.5,-0.0,2,False,bottom_up
it looks,0.484608997817,0.515391002183,0.5,0.5,-0.03,3,True,bottom_up
it's 20,0.528523352212,0.471476647788,0.5,0.5,0.06,1,False,top_down
it's not,0.492285855344,0.507714144656,0.5,0.5,-0.02,1,False,bottom_up
it's said,0.458776989056,0.541223010944,0.5,0.5,-0.08,2,False,bottom_up
it's the,0.473417324481,0.526582675519,0.5,0.5,-0.05,4,True,bottom_up
it's this,0.50673895038,0.49326104962,0.5,0.5,0.01,4,True,top_down
it's very,0.467078394262,0.532921605738,0.5,0.5,-0.07,2,False,bottom_up
jars resembling,0.504602695338,0.495397304662,0.5,0.5,0.01,1,False,top_down
jet or,0.518001384722,0.481998615278,0.5,0.5,0.04,1,False,top_down
judging by,0.482271959579,0.517728040421,0.5,0.5,-0.04,22,True,bottom_up
judging from,0.487685304832,0.512314695168,0.5,0.5,-0.02,11,True,bottom_up
"july 16,",0.496199627133,0.503800372867,0.5,0.5,-0.01,1,False,bottom_up
junction 29,0.480102592875,0.519897407125,0.5,0.5,-0.04,2,False,bottom_up
just by,0.499276672694,0.500723327306,0.5,0.5,-0.0,2,False,bottom_up
kid looks,0.500285784274,0.499714215726,0.5,0.5,0.0,2,False,top_down
kitchen flooring,0.492694916026,0.507305083974,0.5,0.5,-0.01,2,False,bottom_up
kitchen is,0.517547450288,0.482452549712,0.5,0.5,0.04,2,False,top_down
lady is,0.455818223548,0.544181776452,0.5,0.5,-0.09,2,False,bottom_up
lamps are,0.501252600739,0.498747399261,0.5,0.5,0.0,2,False,top_down
laptop or,0.484493017608,0.515506982392,0.5,0.5,-0.03,2,False,bottom_up
last name,0.515400741816,0.484599258184,0.5,0.5,0.03,2,False,top_down
"legally, could",0.510026981696,0.489973018304,0.5,0.5,0.02,2,False,top_down
letters on,0.528709601321,0.471290398679,0.5,0.5,0.06,2,False,top_down
"lid open,or",0.492921121063,0.507078878937,0.5,0.5,-0.01,2,False,bottom_up
"lid up,",0.490619160972,0.509380839028,0.5,0.5,-0.02,2,False,bottom_up
lifting up,0.501528467711,0.498471532289,0.5,0.5,0.0,2,False,top_down
"liquid, scissors",0.512191654226,0.487808345774,0.5,0.5,0.02,1,False,top_down
long or,0.515769850867,0.484230149133,0.5,0.5,0.03,2,False,top_down
looking at,0.506264549123,0.493735450877,0.5,0.5,0.01,15,True,top_down
"looking closely,",0.479414072718,0.520585927282,0.5,0.5,-0.04,2,False,bottom_up
love music,0.477299608771,0.522700391229,0.5,0.5,-0.05,1,False,bottom_up
make and,0.524406682734,0.475593317266,0.5,0.5,0.05,2,False,top_down
male or,0.486325606005,0.513674393995,0.5,0.5,-0.03,6,True,bottom_up
man or,0.524126140941,0.475873859059,0.5,0.5,0.05,8,True,top_down
many women,0.483855702377,0.516144297623,0.5,0.5,-0.03,2,False,bottom_up
men's or,0.565055858665,0.434944141335,0.5,0.5,0.13,2,False,top_down
might a,0.496463237755,0.503536762245,0.5,0.5,-0.01,3,True,bottom_up
might anything,0.473803088088,0.526196911912,0.5,0.5,-0.05,2,False,bottom_up
might he,0.489813673603,0.510186326397,0.5,0.5,-0.02,1,False,bottom_up
might one,0.4993460944,0.5006539056,0.5,0.5,-0.0,28,True,bottom_up
might repeated,0.516074031296,0.483925968704,0.5,0.5,0.03,2,False,top_down
might someone,0.493645897594,0.506354102406,0.5,0.5,-0.01,2,False,bottom_up
might that,0.4875,0.5125,0.5,0.5,-0.02,1,False,bottom_up
might the,0.498704367769,0.501295632231,0.5,0.5,-0.0,20,True,bottom_up
might these,0.498192960402,0.501807039598,0.5,0.5,-0.0,4,True,bottom_up
might this,0.500358278546,0.499641721454,0.5,0.5,0.0,36,True,top_down
might today,0.505447567166,0.494552432834,0.5,0.5,0.01,2,False,top_down
might you,0.507791758051,0.492208241949,0.5,0.5,0.02,2,False,top_down
milk is,0.497713386749,0.502286613251,0.5,0.5,-0.0,2,False,bottom_up
"more green,",0.495567405998,0.504432594002,0.5,0.5,-0.01,2,False,bottom_up
"most likely,",0.477455716586,0.522544283414,0.5,0.5,-0.05,1,False,bottom_up
most of,0.47679799172,0.52320200828,0.5,0.5,-0.05,4,True,bottom_up
"most probably,",0.509022866385,0.490977133615,0.5,0.5,0.02,2,False,top_down
movie makers,0.500325839036,0.499674160964,0.5,0.5,0.0,1,False,top_down
must the,0.503241505802,0.496758494198,0.5,0.5,0.01,4,True,top_down
must you,0.495517694901,0.504482305099,0.5,0.5,-0.01,4,True,bottom_up
mutt or,0.474658123745,0.525341876255,0.5,0.5,-0.05,2,False,bottom_up
name 3,0.47982239594,0.52017760406,0.5,0.5,-0.04,4,True,bottom_up
name a,0.492416983807,0.507583016193,0.5,0.5,-0.02,21,True,bottom_up
name an,0.43215839304,0.56784160696,0.5,0.5,-0.14,2,False,bottom_up
name flowers,0.481958985896,0.518041014104,0.5,0.5,-0.04,2,False,bottom_up
name food,0.448490189712,0.551509810288,0.5,0.5,-0.1,2,False,bottom_up
name four,0.446210747182,0.553789252818,0.5,0.5,-0.11,2,False,bottom_up
name object,0.494666076245,0.505333923755,0.5,0.5,-0.01,2,False,bottom_up
name objects,0.500536421146,0.499463578854,0.5,0.5,0.0,2,False,top_down
name of,0.529150154117,0.470849845883,0.5,0.5,0.06,2,False,top_down
name on,0.465195521662,0.534804478338,0.5,0.5,-0.07,1,False,bottom_up
name one,0.491674421847,0.508325578153,0.5,0.5,-0.02,21,True,bottom_up
name something,0.538888670106,0.461111329894,0.5,0.5,0.08,2,False,top_down
name the,0.488263459303,0.511736540697,0.5,0.5,-0.02,36,True,bottom_up
name this,0.455518040923,0.544481959077,0.5,0.5,-0.09,2,False,bottom_up
name two,0.475290483895,0.524709516105,0.5,0.5,-0.05,3,True,bottom_up
name vegetables,0.46714196125,0.53285803875,0.5,0.5,-0.07,2,False,bottom_up
natural habitat,0.425745066452,0.574254933548,0.5,0.5,-0.15,2,False,bottom_up
natural or,0.463631556827,0.536368443173,0.5,0.5,-0.07,4,True,bottom_up
near what,0.519848515588,0.480151484412,0.5,0.5,0.04,1,False,top_down
new york,0.523177769414,0.476822230586,0.5,0.5,0.05,2,False,top_down
night time,0.481908979553,0.518091020447,0.5,0.5,-0.04,2,False,bottom_up
no it,0.495079979123,0.504920020877,0.5,0.5,-0.01,10,True,bottom_up
no it's,0.506568407562,0.493431592438,0.5,0.5,0.01,2,False,top_down
no mention,0.49175003733,0.50824996267,0.5,0.5,-0.02,2,False,bottom_up
no one,0.50314893617,0.49685106383,0.5,0.5,0.01,2,False,top_down
no she,0.520804942309,0.479195057691,0.5,0.5,0.04,2,False,top_down
no the,0.516254958339,0.483745041661,0.5,0.5,0.03,4,True,top_down
no there,0.510541354545,0.489458645455,0.5,0.5,0.02,1,False,top_down
no they,0.492315772016,0.507684227984,0.5,0.5,-0.02,3,True,bottom_up
no turn,0.478571428571,0.521428571429,0.5,0.5,-0.04,2,False,bottom_up
no way,0.486144279728,0.513855720272,0.5,0.5,-0.03,2,False,bottom_up
"no, he",0.520895986726,0.479104013274,0.5,0.5,0.04,2,False,top_down
"no, this",0.502984075228,0.497015924772,0.5,0.5,0.01,2,False,top_down
"north, south,",0.516820050911,0.483179949089,0.5,0.5,0.03,2,False,top_down
not counting,0.496051502146,0.503948497854,0.5,0.5,-0.01,2,False,bottom_up
now where,0.433463680531,0.566536319469,0.5,0.5,-0.13,2,False,bottom_up
number 1,0.505816368924,0.494183631076,0.5,0.5,0.01,1,False,top_down
number 10,0.509873793615,0.490126206385,0.5,0.5,0.02,2,False,top_down
number is,0.500804607436,0.499195392564,0.5,0.5,0.0,1,False,top_down
number of,0.500336975882,0.499663024118,0.5,0.5,0.0,3,True,top_down
number on,0.489231323781,0.510768676219,0.5,0.5,-0.02,2,False,bottom_up
octagon street,0.436705554588,0.563294445412,0.5,0.5,-0.13,1,False,bottom_up
of all,0.499564195847,0.500435804153,0.5,0.5,-0.0,4,True,bottom_up
of the,0.478513734109,0.521486265891,0.5,0.5,-0.04,20,True,bottom_up
of these,0.478124597484,0.521875402516,0.5,0.5,-0.04,2,False,bottom_up
of what,0.493191395612,0.506808604388,0.5,0.5,-0.01,27,True,bottom_up
of which,0.492512748018,0.507487251982,0.5,0.5,-0.01,6,True,bottom_up
on a,0.458811139714,0.541188860286,0.5,0.5,-0.08,4,True,bottom_up
"on average,",0.481526494895,0.518473505105,0.5,0.5,-0.04,2,False,bottom_up
on how,0.487409434058,0.512590565942,0.5,0.5,-0.03,2,False,bottom_up
on that,0.511615367333,0.488384632667,0.5,0.5,0.02,2,False,top_down
on the,0.483732112522,0.516267887478,0.5,0.5,-0.03,15,True,bottom_up
on they,0.48093799193,0.51906200807,0.5,0.5,-0.04,4,True,bottom_up
on this,0.526651289579,0.473348710421,0.5,0.5,0.05,2,False,top_down
on top,0.499902218552,0.500097781448,0.5,0.5,-0.0,3,True,bottom_up
on what,0.482430428971,0.517569571029,0.5,0.5,-0.04,105,True,bottom_up
on which,0.479809421369,0.520190578631,0.5,0.5,-0.04,82,True,bottom_up
one from,0.499125568381,0.500874431619,0.5,0.5,-0.0,1,False,bottom_up
one of,0.436379613357,0.563620386643,0.5,0.5,-0.13,2,False,bottom_up
one person,0.513505602944,0.486494397056,0.5,0.5,0.03,2,False,top_down
one piece,0.461262138878,0.538737861122,0.5,0.5,-0.08,2,False,bottom_up
one plate,0.492985971944,0.507014028056,0.5,0.5,-0.01,1,False,bottom_up
one sheep,0.467402475535,0.532597524465,0.5,0.5,-0.07,2,False,bottom_up
one sign,0.484219834036,0.515780165964,0.5,0.5,-0.03,1,False,bottom_up
only a,0.514690611447,0.485309388553,0.5,0.5,0.03,1,False,top_down
only one,0.494112198994,0.505887801006,0.5,0.5,-0.01,1,False,bottom_up
onto what,0.507314307314,0.492685692686,0.5,0.5,0.01,2,False,top_down
other beverages,0.490337117601,0.509662882399,0.5,0.5,-0.02,1,False,bottom_up
other than,0.483277964174,0.516722035826,0.5,0.5,-0.03,17,True,bottom_up
out of,0.519024715463,0.480975284537,0.5,0.5,0.04,2,False,top_down
outside or,0.477015274428,0.522984725572,0.5,0.5,-0.05,2,False,bottom_up
over what,0.475273611674,0.524726388326,0.5,0.5,-0.05,1,False,bottom_up
overcast or,0.487901280576,0.512098719424,0.5,0.5,-0.02,191,True,bottom_up
packages of,0.483657338176,0.516342661824,0.5,0.5,-0.03,2,False,bottom_up
painting or,0.508426674964,0.491573325036,0.5,0.5,0.02,2,False,top_down
parachute is,0.459792681011,0.540207318989,0.5,0.5,-0.08,1,False,bottom_up
pattern on,0.474969886774,0.525030113226,0.5,0.5,-0.05,2,False,bottom_up
pedestrians have,0.485076229332,0.514923770668,0.5,0.5,-0.03,2,False,bottom_up
people are,0.469733083152,0.530266916848,0.5,0.5,-0.06,4,True,bottom_up
people live,0.503560571357,0.496439428643,0.5,0.5,0.01,2,False,top_down
perpendicular to,0.51077896958,0.48922103042,0.5,0.5,0.02,2,False,top_down
pet or,0.518632213977,0.481367786023,0.5,0.5,0.04,2,False,top_down
pillows are,0.496928202464,0.503071797536,0.5,0.5,-0.01,2,False,bottom_up
pizza is,0.486649821563,0.513350178437,0.5,0.5,-0.03,3,True,bottom_up
placed in,0.502360401129,0.497639598871,0.5,0.5,0.0,2,False,top_down
please identify,0.50414822479,0.49585177521,0.5,0.5,0.01,4,True,top_down
prepare to,0.46476461275,0.53523538725,0.5,0.5,-0.07,2,False,bottom_up
preservatives and,0.492606091073,0.507393908927,0.5,0.5,-0.01,2,False,bottom_up
prom or,0.513310543458,0.486689456542,0.5,0.5,0.03,2,False,top_down
public or,0.489434252233,0.510565747767,0.5,0.5,-0.02,1,False,bottom_up
pulse attention,0.446794292228,0.553205707772,0.5,0.5,-0.11,2,False,bottom_up
reading the,0.482015580971,0.517984419029,0.5,0.5,-0.04,2,False,bottom_up
red or,0.525917655269,0.474082344731,0.5,0.5,0.05,2,False,top_down
relationship of,0.45422547244,0.54577452756,0.5,0.5,-0.09,2,False,bottom_up
restaurant shown,0.511072153534,0.488927846466,0.5,0.5,0.02,1,False,top_down
right below,0.526036049915,0.473963950085,0.5,0.5,0.05,2,False,top_down
right or,0.509458714874,0.490541285126,0.5,0.5,0.02,2,False,top_down
rope is,0.50526415035,0.49473584965,0.5,0.5,0.01,2,False,top_down
roughly how,0.479592165713,0.520407834287,0.5,0.5,-0.04,9,True,bottom_up
"roughly speaking,",0.447783376228,0.552216623772,0.5,0.5,-0.1,2,False,bottom_up
roughly what,0.481051973459,0.518948026541,0.5,0.5,-0.04,8,True,bottom_up
row your,0.50916922552,0.49083077448,0.5,0.5,0.02,2,False,top_down
sailboat or,0.517119458463,0.482880541537,0.5,0.5,0.03,2,False,top_down
