2049,sum_top_down,sum_bottom_up,count_top_down,count_bottom_up,diff,_count,over_median,winner
where letters,0.524373486881,0.475626513119,0.5,0.5,0.05,1,False,top_down
where might,0.546071232645,0.453928767355,0.5,0.5,0.09,6,True,top_down
where on,0.479832480862,0.520167519138,0.5,0.5,-0.04,4,True,bottom_up
where should,0.494435235614,0.505564764386,0.5,0.5,-0.01,1,False,bottom_up
where the,0.505447817447,0.494552182553,0.5,0.5,0.01,2,False,top_down
where type,0.521840419336,0.478159580664,0.5,0.5,0.04,1,False,top_down
where was,0.518768607082,0.481231392918,0.5,0.5,0.04,6,True,top_down
where will,0.511379509898,0.488620490102,0.5,0.5,0.02,15,True,top_down
where would,0.521990564602,0.478009435398,0.5,0.5,0.04,14,True,top_down
where's her,0.481324562382,0.518675437618,0.5,0.5,-0.04,1,False,bottom_up
where's the,0.488583106267,0.511416893733,0.5,0.5,-0.02,3,True,bottom_up
which,0.499590314705,0.500409685295,0.5,0.5,-0.0,780,True,bottom_up
who,0.536940083078,0.463059916922,0.5,0.5,0.07,339,True,top_down
who is,0.534673482281,0.465326517719,0.5,0.5,0.07,1163,True,top_down
why,0.514587594609,0.485412405391,0.5,0.5,0.03,433,True,top_down
why is the,0.516812133215,0.483187866785,0.5,0.5,0.03,736,True,top_down
will 3,0.51866951401,0.48133048599,0.5,0.5,0.04,1,False,top_down
will a,0.518779628054,0.481220371946,0.5,0.5,0.04,3,True,top_down
will all,0.496680824288,0.503319175712,0.5,0.5,-0.01,2,False,bottom_up
will an,0.485140901926,0.514859098074,0.5,0.5,-0.03,2,False,bottom_up
will ants,0.492057582527,0.507942417473,0.5,0.5,-0.02,1,False,bottom_up
will anyone,0.49188432242,0.50811567758,0.5,0.5,-0.02,3,True,bottom_up
will both,0.50483845381,0.49516154619,0.5,0.5,0.01,2,False,top_down
will either,0.496431860037,0.503568139963,0.5,0.5,-0.01,2,False,bottom_up
will everyone,0.500775641257,0.499224358743,0.5,0.5,0.0,2,False,top_down
will grandma,0.512816851125,0.487183148875,0.5,0.5,0.03,1,False,top_down
will he,0.50207635633,0.49792364367,0.5,0.5,0.0,16,True,top_down
will his,0.509710605723,0.490289394277,0.5,0.5,0.02,3,True,top_down
will it,0.494375906778,0.505624093222,0.5,0.5,-0.01,28,True,bottom_up
will leaves,0.508842239186,0.491157760814,0.5,0.5,0.02,1,False,top_down
will mom,0.511681964477,0.488318035523,0.5,0.5,0.02,1,False,top_down
will more,0.516253432402,0.483746567598,0.5,0.5,0.03,4,True,top_down
will one,0.495175335373,0.504824664627,0.5,0.5,-0.01,1,False,bottom_up
will people,0.494508217029,0.505491782971,0.5,0.5,-0.01,1,False,bottom_up
will rain,0.505281257676,0.494718742324,0.5,0.5,0.01,1,False,top_down
will she,0.505441414519,0.494558585481,0.5,0.5,0.01,27,True,top_down
will someone,0.502890966258,0.497109033742,0.5,0.5,0.01,6,True,top_down
will stars,0.47927682074,0.52072317926,0.5,0.5,-0.04,1,False,bottom_up
will that,0.504079130677,0.495920869323,0.5,0.5,0.01,11,True,top_down
will the,0.501279656559,0.498720343441,0.5,0.5,0.0,711,True,top_down
will this,0.502219748616,0.497780251384,0.5,0.5,0.0,29,True,top_down
will those,0.514080572163,0.485919427837,0.5,0.5,0.03,2,False,top_down
will two,0.529400209534,0.470599790466,0.5,0.5,0.06,1,False,top_down
will water,0.512950772753,0.487049227247,0.5,0.5,0.03,1,False,top_down
will you,0.509993131868,0.490006868132,0.5,0.5,0.02,2,False,top_down
with one,0.511965065502,0.488034934498,0.5,0.5,0.02,1,False,top_down
with what,0.46953981008,0.53046018992,0.5,0.5,-0.06,1,False,bottom_up
won't the,0.498813157002,0.501186842998,0.5,0.5,-0.0,1,False,bottom_up
would a,0.510805008945,0.489194991055,0.5,0.5,0.02,18,True,top_down
would any,0.504936063076,0.495063936924,0.5,0.5,0.01,1,False,top_down
would chairs,0.523022232254,0.476977767746,0.5,0.5,0.05,1,False,top_down
would combining,0.504827750626,0.495172249374,0.5,0.5,0.01,1,False,top_down
would everybody,0.514463011824,0.485536988176,0.5,0.5,0.03,1,False,top_down
would he,0.52511186384,0.47488813616,0.5,0.5,0.05,3,True,top_down
would his,0.526189271255,0.473810728745,0.5,0.5,0.05,2,False,top_down
would it,0.50472191025,0.49527808975,0.5,0.5,0.01,13,True,top_down
would jelly,0.482839074108,0.517160925892,0.5,0.5,-0.03,1,False,bottom_up
would just,0.515033337527,0.484966662473,0.5,0.5,0.03,1,False,top_down
would more,0.479179149191,0.520820850809,0.5,0.5,-0.04,1,False,bottom_up
would one,0.510216821975,0.489783178025,0.5,0.5,0.02,4,True,top_down
would paris,0.491064724433,0.508935275567,0.5,0.5,-0.02,1,False,bottom_up
would pillows,0.540982076176,0.459017923824,0.5,0.5,0.08,1,False,top_down
would she,0.507737867788,0.492262132212,0.5,0.5,0.02,3,True,top_down
would smokey,0.47461145412,0.52538854588,0.5,0.5,-0.05,1,False,bottom_up
would some,0.53745249479,0.46254750521,0.5,0.5,0.07,1,False,top_down
would sunglasses,0.535398230088,0.464601769912,0.5,0.5,0.07,1,False,top_down
would that,0.498801715439,0.501198284561,0.5,0.5,-0.0,2,False,bottom_up
would the,0.504512897822,0.495487102178,0.5,0.5,0.01,56,True,top_down
would there,0.494161817158,0.505838182842,0.5,0.5,-0.01,2,False,bottom_up
would these,0.505199032885,0.494800967115,0.5,0.5,0.01,7,True,top_down
would they,0.496152288376,0.503847711624,0.5,0.5,-0.01,2,False,bottom_up
would this,0.509457475119,0.490542524881,0.5,0.5,0.02,20,True,top_down
would you,0.508571505827,0.491428494173,0.5,0.5,0.02,23,True,top_down
wrist is,0.530974174567,0.469025825433,0.5,0.5,0.06,1,False,top_down
yes it,0.516894683684,0.483105316316,0.5,0.5,0.03,1,False,top_down
yes she,0.533484848485,0.466515151515,0.5,0.5,0.07,1,False,top_down
yes the,0.508804212433,0.491195787567,0.5,0.5,0.02,4,True,top_down
"yes, the",0.483763003166,0.516236996834,0.5,0.5,-0.03,1,False,bottom_up
