_q_type,sum_bottom_up,count_bottom_up,_count,winner,my_score,base_score,above_median,o_top_down,o_bottom_up,_diff,diff_score,percen
describe the,0.491094929126,0.5,6,top_down,2.1,2.7,True,4386.06482365,4232.56579074,0.0178101417484,-0.6,0.001
desert or,0.594181535827,0.5,2,bottom_up,2.0,2.0,False,1796.53744055,2630.41105774,-0.188363071655,0.0,0.0
"did ""braden",0.49432353159,0.5,2,top_down,2.0,2.0,False,1703.42141412,1665.17791872,0.0113529368204,0.0,0.0
did a,0.496456865888,0.5,37,top_down,33.3,35.6,True,31731.5485585,31284.9964183,0.00708626822358,-2.3,0.008
did all,0.490966192247,0.5,4,top_down,4.0,4.0,True,2975.56631065,2869.95173812,0.0180676155054,0.0,0.001
did any,0.499966757864,0.5,4,top_down,4.0,4.0,True,2995.31883455,2994.92057784,6.64842729283e-05,0.0,0.001
did anyone,0.48886580337,0.5,9,top_down,9.0,9.0,True,6994.41476366,6689.69169952,0.02226839326,0.0,0.002
did either,0.494754624211,0.5,2,top_down,2.0,1.9,False,1549.45528166,1517.28289331,0.0104907515775,0.1,0.0
did everyone,0.505148208386,0.5,4,bottom_up,2.9,4.0,True,3041.94836753,3105.24240571,-0.010296416772,-1.1,0.001
did everything,0.506713641638,0.5,1,bottom_up,1.0,1.0,False,698.245107554,717.251379866,-0.0134272832755,0.0,0.0
did glass,0.486964435785,0.5,2,top_down,2.0,2.0,False,1240.5094465,1177.46999396,0.0260711284299,0.0,0.0
"did goldilocks,",0.534284344837,0.5,2,bottom_up,2.0,2.0,False,1280.56474118,1469.10606542,-0.0685686896746,0.0,0.0
did he,0.488994913928,0.5,169,top_down,140.8,160.2,True,126848.188902,121384.543725,0.0220101721436,-19.4,0.038
did her,0.482684033611,0.5,2,top_down,2.0,2.0,False,1650.44118153,1539.9517094,0.0346319327783,0.0,0.0
did it,0.502930323141,0.5,17,bottom_up,16.6,17.0,True,13489.2162934,13648.2594397,-0.00586064628156,-0.4,0.004
did one,0.49828911101,0.5,17,top_down,14.5,16.9,True,13090.1371137,13000.859516,0.0034217779802,-2.4,0.004
did part,0.487771785314,0.5,2,top_down,1.9,1.9,False,1226.54267531,1167.98117195,0.0244564293728,0.0,0.0
did people,0.520401726368,0.5,2,bottom_up,1.6,2.0,False,1368.20140256,1484.60578584,-0.040803452735,-0.4,0.0
did pickles,0.487104133708,0.5,2,top_down,2.0,2.0,False,1575.59267076,1496.3616465,0.0257917325846,0.0,0.0
did rapunzel,0.491122873888,0.5,2,top_down,1.6,2.0,False,1814.53164557,1751.22431488,0.0177542522237,-0.4,0.0
did she,0.491097468028,0.5,47,top_down,43.7,45.1,True,35823.9276524,34570.5494857,0.0178050639434,-1.4,0.011
did snow,0.497762343918,0.5,2,top_down,1.9,1.9,False,1668.58966031,1653.72128174,0.00447531216325,0.0,0.0
did somebody,0.495920973953,0.5,8,top_down,5.6,8.0,True,5891.68347184,5796.33203248,0.00815805209419,-2.4,0.002
did someone,0.496555226967,0.5,163,top_down,149.0,160.2,True,124787.512004,123079.818611,0.00688954606646,-11.2,0.037
did something,0.52902404996,0.5,2,bottom_up,1.3,2.0,False,1597.060119,1793.89884369,-0.0580480999204,-0.7,0.0
did subway,0.494838762618,0.5,1,top_down,1.0,1.0,False,685.549096357,671.540572498,0.0103224747638,0.0,0.0
did that,0.490743214759,0.5,3,top_down,3.0,3.0,True,2774.33963917,2673.4810273,0.0185135704811,0.0,0.001
did the,0.494719154498,0.5,678,top_down,604.4,648.3,True,498506.973506,488086.87414,0.0105616910046,-43.9,0.153
did their,0.497918895765,0.5,3,top_down,3.0,3.0,True,2247.80762364,2229.17349491,0.00416220846964,0.0,0.001
did these,0.504588286922,0.5,22,bottom_up,20.5,21.3,True,15717.0951016,16008.2248428,-0.00917657384437,-0.8,0.005
did they,0.493085675142,0.5,63,top_down,60.3,62.1,True,47394.0655404,46101.1529142,0.0138286497166,-1.8,0.014
did this,0.495432118834,0.5,134,top_down,122.1,128.4,True,101569.15273,99730.1303229,0.00913576233159,-6.3,0.03
did those,0.482984328643,0.5,1,top_down,1.0,1.0,False,814.339683738,760.737685967,0.034031342715,0.0,0.0
did you,0.494370115904,0.5,16,top_down,15.6,15.6,True,13419.0355726,13120.2098214,0.0112597681922,0.0,0.004
dinner or,0.520939051748,0.5,2,bottom_up,2.0,2.0,False,2499.32793112,2717.81185086,-0.0418781034955,0.0,0.0
do,0.498924749164,0.5,4484,top_down,4181.5,4385.4,True,3462000.4971,3447142.37381,0.00215050167207,-203.9,1.01
do you,0.502173108515,0.5,1971,bottom_up,1890.6,1935.1,True,1586866.19792,1600720.13995,-0.00434621703009,-44.5,0.444
does the,0.497141327754,0.5,6166,top_down,5726.7,6000.2,True,4862383.63573,4807099.86749,0.0057173444914,-273.5,1.389
does this,0.499809743247,0.5,4396,top_down,4160.8,4293.7,True,3547307.30431,3544608.73447,0.000380513505932,-132.9,0.991
drywall or,0.492906984874,0.5,1,top_down,1.0,1.0,False,878.172423169,853.605370991,0.0141860302522,0.0,0.0
during the,0.542441704477,0.5,1,bottom_up,1.0,1.0,False,682.101629764,808.640941048,-0.0848834089544,0.0,0.0
during what,0.54673574753,0.5,12,bottom_up,8.9,8.9,True,9666.31746265,11659.6913942,-0.0934714950597,0.0,0.003
during which,0.531736247154,0.5,3,bottom_up,1.2,1.2,True,2038.70248561,2315.04574542,-0.0634724943072,0.0,0.001
each bench,0.523458513025,0.5,2,bottom_up,1.3,1.3,False,838.617889447,921.182489676,-0.0469170260494,0.0,0.0
each person,0.480150178138,0.5,2,top_down,2.0,2.0,False,1539.94351392,1422.34184073,0.0396996437249,0.0,0.0
east color,0.510363254026,0.5,2,bottom_up,2.0,2.0,False,1331.08131413,1387.42648799,-0.0207265080523,0.0,0.0
eating fruits,0.514538668886,0.5,2,bottom_up,2.0,2.0,False,1751.98692674,1856.92446219,-0.0290773377723,0.0,0.0
england's queen,0.523939235386,0.5,2,bottom_up,0.3,0.3,False,1131.98608825,1245.8324013,-0.0478784707721,0.0,0.0
equipment for,0.527475099134,0.5,2,bottom_up,2.0,1.0,False,1373.61751066,1533.35629779,-0.0549501982672,1.0,0.0
even though,0.51513098369,0.5,1,bottom_up,0.0,0.6,False,560.045440648,594.999368999,-0.0302619673792,-0.6,0.0
evening or,0.530154733281,0.5,2,bottom_up,2.0,2.0,False,1680.91468762,1896.6773553,-0.0603094665623,0.0,0.0
everyone likes,0.527583954874,0.5,2,bottom_up,1.0,1.0,False,1083.3458814,1209.85709631,-0.0551679097489,0.0,0.0
evidence of,0.521071311181,0.5,2,bottom_up,2.0,1.6,False,1301.94520745,1416.50795238,-0.0421426223629,0.4,0.0
excluding the,0.500363472755,0.5,2,bottom_up,1.2,1.2,False,1107.26533907,1108.87635333,-0.000726945510535,0.0,0.0
"eyes, of",0.519210905957,0.5,2,bottom_up,2.0,1.0,False,1072.24282027,1157.93010493,-0.0384218119137,1.0,0.0
farmland animal,0.527096165809,0.5,2,bottom_up,1.6,1.6,False,1358.78109075,1514.49037061,-0.0541923316178,0.0,0.0
female or,0.514589273417,0.5,4,bottom_up,4.0,4.0,True,4038.61089851,4281.37602667,-0.0291785468346,0.0,0.001
figure out,0.48888477176,0.5,2,top_down,0.3,0.3,False,1385.76007248,1325.48779477,0.0222304564791,0.0,0.0
fill in,0.529660867744,0.5,2,bottom_up,0.0,0.9,False,1237.56097033,1393.64890666,-0.0593217354879,-0.9,0.0
food from,0.522803437389,0.5,1,bottom_up,0.6,1.0,False,858.873562872,940.958267793,-0.0456068747771,-0.4,0.0
for a,0.472390535719,0.5,2,top_down,1.6,1.6,False,1516.89758888,1358.14103641,0.0552189285624,0.0,0.0
for beauty,0.522627511743,0.5,2,bottom_up,2.0,2.0,False,1395.56275001,1527.86242496,-0.0452550234856,0.0,0.0
for the,0.500048744566,0.5,2,bottom_up,2.0,2.0,False,1612.30860097,1612.62299675,-9.74891319316e-05,0.0,0.0
for these,0.546998299294,0.5,2,bottom_up,0.3,1.2,False,1268.85066827,1532.13366864,-0.0939965985872,-0.9,0.0
for this,0.524422245911,0.5,1,bottom_up,0.0,1.0,False,708.005126495,780.721207753,-0.0488444918217,-1.0,0.0
for what,0.504411101999,0.5,30,bottom_up,13.2,16.4,True,24810.211682,25251.8695755,-0.00882220399896,-3.2,0.007
for which,0.52330580794,0.5,7,bottom_up,4.8,4.2,True,5291.92460835,5809.37407851,-0.0466116158796,0.6,0.002
forks or,0.498745824999,0.5,2,top_down,2.0,2.0,False,1918.7163113,1909.1147712,0.0025083500011,0.0,0.0
formal or,0.516021774963,0.5,8,bottom_up,6.0,6.0,True,8342.33580612,8894.67068416,-0.0320435499261,0.0,0.002
four groups,0.505528765996,0.5,1,bottom_up,1.0,1.0,False,716.980742917,733.014107361,-0.0110575319912,0.0,0.0
four windows,0.500646663876,0.5,2,bottom_up,1.0,1.0,False,1053.50189085,1056.23046625,-0.00129332775118,0.0,0.0
fries or,0.528958267344,0.5,2,bottom_up,1.0,1.3,False,1767.78184071,1985.13794995,-0.0579165346875,-0.3,0.0
from her,0.493325175494,0.5,1,top_down,1.0,0.9,False,728.041465826,708.859344345,0.0133496490121,0.1,0.0
from in,0.482914342637,0.5,2,top_down,2.0,2.0,False,1902.35024112,1776.6344958,0.0341713147265,0.0,0.0
from inside,0.520071345202,0.5,2,bottom_up,1.9,1.9,False,1403.23340519,1520.60410933,-0.0401426904041,0.0,0.0
from looking,0.539880935333,0.5,2,bottom_up,2.0,2.0,False,1078.06372304,1264.94661021,-0.079761870666,0.0,0.0
from the,0.527603391032,0.5,20,bottom_up,14.3,16.0,True,14297.9063886,15968.83583,-0.0552067820636,-1.7,0.005
from this,0.495203399259,0.5,4,top_down,4.0,4.0,True,2792.14276107,2739.08062072,0.00959320148228,0.0,0.001
from those,0.506461919187,0.5,2,bottom_up,1.6,2.0,False,1476.45433109,1515.11691435,-0.0129238383739,-0.4,0.0
from what,0.522624145683,0.5,41,bottom_up,25.7,25.7,True,29782.0748684,32604.9826232,-0.0452482913655,0.0,0.009
from where,0.507469862622,0.5,20,bottom_up,12.8,12.1,True,14880.6867582,15332.0568465,-0.0149397252446,0.7,0.005
from which,0.513204001088,0.5,14,bottom_up,6.4,7.1,True,9025.64448081,9515.27307187,-0.0264080021753,-0.7,0.003
from whom,0.513463552103,0.5,2,bottom_up,0.3,0.3,False,1551.45264211,1637.31697385,-0.026927104206,0.0,0.0
game played,0.503280596344,0.5,1,bottom_up,1.0,1.0,False,787.140558705,797.537939683,-0.00656119268898,0.0,0.0
gas or,0.492011550624,0.5,2,top_down,1.0,2.0,False,2083.62651116,2018.09374196,0.0159768987515,-1.0,0.0
gene kelly,0.514617102076,0.5,1,bottom_up,0.6,0.6,False,647.246051811,686.229137734,-0.0292342041522,0.0,0.0
given that,0.533270008911,0.5,2,bottom_up,1.3,1.3,False,1457.25254256,1665.0078015,-0.0665400178223,0.0,0.0
given the,0.529013248796,0.5,4,bottom_up,3.6,3.9,True,2648.19436751,2974.45714177,-0.0580264975926,-0.3,0.001
given what,0.547594758393,0.5,2,bottom_up,2.0,2.0,False,1679.27817693,2032.61112605,-0.0951895167868,0.0,0.0
granite countertops,0.470885555914,0.5,2,top_down,2.0,1.6,False,1558.80846969,1387.26205837,0.0582288881713,0.4,0.0
guy or,0.50247899134,0.5,2,bottom_up,1.6,1.6,False,1917.36354857,1936.47079248,-0.00495798268012,0.0,0.0
had the,0.501273114966,0.5,2,bottom_up,2.0,2.0,False,1246.89800786,1253.26399518,-0.00254622993121,0.0,0.0
has,0.497749542848,0.5,1827,top_down,1683.2,1774.6,True,1393149.12345,1380664.42636,0.0045009143043,-91.4,0.412
have a,0.509449893133,0.5,4,bottom_up,3.6,3.9,True,2504.00972288,2600.48355483,-0.0188997862656,-0.3,0.001
have all,0.499284813486,0.5,14,top_down,12.5,13.5,True,9565.65264625,9538.32682927,0.00143037302882,-1.0,0.003
have any,0.503924897784,0.5,28,bottom_up,25.8,25.8,True,16537.3626135,16799.0466109,-0.00784979556829,3.5527136788e-15,0.006
have apples,0.501327441227,0.5,2,bottom_up,2.0,2.0,False,1018.66528413,1024.08855546,-0.00265488245324,0.0,0.0
have both,0.492562894804,0.5,2,top_down,2.0,2.0,False,1653.26374923,1604.8025851,0.0148742103917,0.0,0.0
have gang,0.483931547599,0.5,1,top_down,1.0,1.0,False,765.286644445,717.630284276,0.032136904803,0.0,0.0
have many,0.524690955075,0.5,8,bottom_up,4.9,6.6,True,4224.8504527,4663.78841882,-0.0493819101507,-1.7,0.002
have other,0.518030177226,0.5,10,bottom_up,10.0,9.9,True,6049.28396455,6501.88351257,-0.0360603544528,0.1,0.002
have people,0.50660497062,0.5,7,bottom_up,7.0,7.0,True,4202.28931175,4314.79955521,-0.013209941239,0.0,0.002
have slices,0.536276357789,0.5,2,bottom_up,2.0,2.0,False,1137.93769466,1315.97578112,-0.0725527155777,0.0,0.0
have smart,0.488402938033,0.5,1,top_down,1.0,1.0,False,934.065436511,891.717989452,0.0231941239343,0.0,0.0
have steps,0.492493742551,0.5,1,top_down,1.0,1.0,False,958.393954102,930.043754863,0.0150125148976,0.0,0.0
have the,0.499026240801,0.5,160,top_down,141.3,153.2,True,107443.427355,107025.744696,0.00194751839864,-11.9,0.036
have there,0.513776129115,0.5,4,bottom_up,3.6,3.6,True,2688.10682671,2840.43051519,-0.0275522582305,0.0,0.001
have these,0.49833489334,0.5,75,top_down,70.1,73.0,True,50910.6168912,50572.6559443,0.00333021331938,-2.9,0.017
have they,0.497457779798,0.5,31,top_down,28.0,30.4,True,23069.7553168,22836.348468,0.00508444040304,-2.4,0.007
have this,0.517119332519,0.5,2,bottom_up,2.0,2.0,False,1532.55979638,1641.22598463,-0.0342386650376,0.0,0.0
have those,0.474461274743,0.5,2,top_down,2.0,2.0,False,1591.26717224,1436.61088083,0.0510774505133,0.0,0.0
have trees,0.527823642207,0.5,2,bottom_up,1.9,2.0,False,1232.13198428,1377.34213263,-0.0556472844142,-0.1,0.0
have wheeled,0.506788853827,0.5,2,bottom_up,2.0,2.0,False,1697.6306647,1744.36507663,-0.0135777076543,0.0,0.0
have you,0.496629455553,0.5,58,top_down,54.9,57.2,True,52482.9035433,51780.0576534,0.00674108889494,-2.3,0.013
hazy or,0.533986666417,0.5,21,bottom_up,19.2,20.0,True,20338.7179792,23305.350792,-0.0679733328334,-0.8,0.005
he is,0.499984505866,0.5,9,top_down,9.0,9.0,True,6743.4006549,6742.98273525,3.09882673441e-05,0.0,0.002
he's playing,0.503421684717,0.5,2,bottom_up,2.0,2.0,False,1269.19501218,1286.68584915,-0.00684336943465,0.0,0.0
heads or,0.516931870619,0.5,1,bottom_up,0.0,0.0,False,1172.63399956,1254.83725809,-0.0338637412373,0.0,0.0
height of,0.538720681014,0.5,2,bottom_up,0.9,0.9,False,1194.69336813,1395.26312668,-0.0774413620279,0.0,0.0
her bed,0.507580185054,0.5,2,bottom_up,2.0,2.0,False,1511.38926619,1557.92114805,-0.0151603701083,0.0,0.0
his hat,0.538846431742,0.5,1,bottom_up,0.3,0.3,False,706.760384753,825.831865206,-0.0776928634842,0.0,0.0
houses or,0.573439227605,0.5,1,bottom_up,0.9,0.9,False,732.037558712,984.101397529,-0.146878455209,0.0,0.0
how,0.519746491641,0.5,4753,bottom_up,2289.0,2550.8,True,3189261.18612,3451525.67042,-0.0394929832823,-261.8,1.071
how many,0.512478739922,0.5,42333,bottom_up,28921.9,31408.6,True,26209486.3676,27551218.0648,-0.0249574798437,-2486.7,9.54
how many people are,0.50803141112,0.5,4271,bottom_up,2924.8,3179.8,True,2807906.35233,2899584.76762,-0.0160628222392,-255.0,0.962
how many people are in,0.503898017921,0.5,2082,bottom_up,1491.4,1521.4,True,1457365.34398,1480267.23284,-0.00779603584232,-30.0,0.469
hunted by,0.546234970259,0.5,1,bottom_up,1.0,1.0,False,625.737216927,753.252295077,-0.092469940518,0.0,0.0
i am,0.509649680172,0.5,4,bottom_up,3.5,3.2,True,2525.44193398,2624.83906281,-0.0192993603442,0.3,0.001
i can,0.514247241578,0.5,3,bottom_up,3.0,3.0,True,2110.81298821,2234.63426167,-0.0284944831565,0.0,0.001
i see,0.501301128962,0.5,4,bottom_up,4.0,4.0,True,3044.89301623,3060.78155627,-0.00260225792356,0.0,0.001
if 20,0.495219308836,0.5,2,top_down,1.6,1.6,False,1425.6727597,1398.66815638,0.0095613823279,0.0,0.0
if a,0.499462103881,0.5,12,top_down,7.9,8.9,True,9571.85165264,9551.27913697,0.00107579223828,-1.0,0.003
if all,0.510343277036,0.5,2,bottom_up,2.0,2.0,False,1547.75113616,1613.13906216,-0.020686554072,0.0,0.0
if blue,0.511348834107,0.5,1,bottom_up,1.0,1.0,False,644.466233835,674.401455056,-0.0226976682143,0.0,0.0
if clouds,0.503778706444,0.5,1,bottom_up,1.0,1.0,False,936.56515995,950.828976722,-0.00755741288735,0.0,0.0
if each,0.522112656886,0.5,2,bottom_up,0.0,0.6,False,990.959570103,1082.666326,-0.0442253137715,-0.6,0.0
"if farmed,",0.549231527892,0.5,2,bottom_up,1.3,1.3,False,1337.88602981,1630.12551623,-0.0984630557849,0.0,0.0
if he,0.496210366763,0.5,8,top_down,6.6,7.3,True,6442.39023611,6345.46765355,0.00757926647311,-0.7,0.002
if i,0.518962264275,0.5,11,bottom_up,7.3,7.7,True,8234.65245367,8883.86412436,-0.0379245285495,-0.4,0.002
if it,0.526675769485,0.5,4,bottom_up,3.1,3.1,True,3272.22350364,3641.05769491,-0.0533515389692,0.0,0.001
if it's,0.499973662909,0.5,2,top_down,1.5,1.8,False,1621.86789337,1621.69704124,5.26741824023e-05,-0.3,0.0
if left,0.494269231015,0.5,1,top_down,1.0,1.0,False,618.893178861,604.867005047,0.01146153797,0.0,0.0
if my,0.492965012798,0.5,2,top_down,0.0,0.3,False,1313.86557584,1277.40644483,0.0140699744034,-0.3,0.0
if one,0.497993536756,0.5,7,top_down,2.6,4.0,True,5037.46898813,4997.20059675,0.00401292648845,-1.4,0.002
if people,0.532377320373,0.5,3,bottom_up,1.3,2.0,True,1810.58337333,2061.30619107,-0.0647546407455,-0.7,0.001
if rice,0.493732908359,0.5,2,top_down,2.0,2.0,False,1722.82757987,1680.17373764,0.0125341832827,0.0,0.0
if slices,0.507980744067,0.5,2,bottom_up,0.3,0.3,False,1415.82009241,1461.75039967,-0.0159614881333,0.0,0.0
if someone,0.509873824556,0.5,9,bottom_up,6.9,8.0,True,7020.25066432,7303.10323114,-0.0197476491112,-1.1,0.002
if the,0.509271764799,0.5,77,bottom_up,60.8,64.8,True,58551.9927607,60764.5424631,-0.0185435295978,-4.0,0.017
if there,0.501693564646,0.5,3,bottom_up,2.9,2.9,True,2412.77761637,2429.17794589,-0.00338712929231,0.0,0.001
if these,0.504382086409,0.5,4,bottom_up,1.2,1.2,True,2656.42470181,2703.3991241,-0.00876417281887,0.0,0.001
if this,0.519537662907,0.5,30,bottom_up,22.8,24.5,True,21274.379958,23004.5953447,-0.0390753258139,-1.7,0.007
if three,0.527866081954,0.5,2,bottom_up,0.0,0.9,False,791.041195593,884.41817167,-0.0557321639077,-0.9,0.0
if two,0.560776915078,0.5,2,bottom_up,1.0,1.0,False,1012.96516971,1293.30060839,-0.121553830156,0.0,0.0
if west,0.475504314548,0.5,1,top_down,1.0,0.9,False,988.4111671,896.087017566,0.0489913709046,0.1,0.0
if you,0.503438359607,0.5,69,bottom_up,49.4,51.8,True,50205.1212327,50900.3954822,-0.00687671921465,-2.4,0.016
if your,0.567511914795,0.5,2,bottom_up,1.3,2.0,False,1160.658991,1523.01954421,-0.135023829589,-0.7,0.0
ignoring the,0.482127621143,0.5,2,top_down,2.0,2.0,False,1787.20067674,1663.84392364,0.0357447577146,0.0,0.0
in addition,0.534413059179,0.5,1,bottom_up,0.0,0.6,False,552.348546268,634.000334769,-0.0688261183587,-0.6,0.0
in an,0.478221764369,0.5,2,top_down,2.0,2.0,False,1755.50886029,1608.96428253,0.0435564712625,0.0,0.0
in container,0.471849316211,0.5,1,top_down,1.0,1.0,False,608.248780195,543.408879001,0.0563013675776,0.0,0.0
in how,0.506889501913,0.5,6,bottom_up,2.5,2.9,True,3646.65926519,3748.55799207,-0.0137790038256,-0.4,0.001
"in inches,",0.510761191818,0.5,2,bottom_up,1.6,1.6,False,999.005625282,1042.95345191,-0.0215223836354,0.0,0.0
in relation,0.505568971162,0.5,2,bottom_up,1.9,2.0,False,1947.98393364,1991.8657522,-0.0111379423237,-0.1,0.0
in the,0.503768856391,0.5,13,bottom_up,8.9,9.5,True,10042.615371,10195.1619236,-0.00753771278186,-0.6,0.003
in there,0.510416765794,0.5,2,bottom_up,1.6,1.6,False,1587.73797298,1655.3019476,-0.0208335315882,0.0,0.0
in this,0.508489847722,0.5,10,bottom_up,7.2,8.5,True,7592.30941095,7854.59311133,-0.0169796954436,-1.3,0.002
in total,0.514168894035,0.5,2,bottom_up,0.3,0.3,False,1180.48016018,1249.33576903,-0.0283377880703,0.0,0.0
in water,0.554641407154,0.5,2,bottom_up,2.0,2.0,False,1392.56415457,1734.27380688,-0.109282814308,0.0,0.0
in what,0.507631661544,0.5,277,bottom_up,159.8,175.0,True,207964.796733,214411.665135,-0.0152633230876,-15.2,0.062
in which,0.50225280745,0.5,77,bottom_up,43.6,51.2,True,56571.0266938,57083.1084587,-0.0045056149008,-7.6,0.017
in your,0.493806029767,0.5,2,top_down,2.0,2.0,False,1780.60369294,1737.02748729,0.0123879404668,0.0,0.0
including reggae,0.508617852111,0.5,2,bottom_up,1.3,1.2,False,940.658048704,973.652539797,-0.0172357042223,0.1,0.0
including the,0.49459554839,0.5,2,top_down,1.3,1.3,False,1255.69608382,1228.84096333,0.01080890322,0.0,0.0
including those,0.528320504959,0.5,2,bottom_up,1.9,1.8,False,1050.39867822,1176.5344178,-0.0566410099185,0.1,0.0
indoor or,0.512677998423,0.5,2,bottom_up,2.0,2.0,False,2135.93291572,2247.06828022,-0.0253559968459,0.0,0.0
indoors or,0.52230824362,0.5,1,bottom_up,1.0,1.0,False,1044.59020242,1142.15509613,-0.0446164872401,0.0,0.0
indoors our,0.526915939441,0.5,1,bottom_up,1.0,1.0,False,949.139626488,1057.14150961,-0.0538318788822,0.0,0.0
inside or,0.520072832416,0.5,2,bottom_up,2.0,2.0,False,2388.53638602,2588.33624664,-0.0401456648315,0.0,0.0
insignia of,0.505040444473,0.5,2,bottom_up,1.0,1.9,False,1233.99687486,1259.12980808,-0.010080888946,-0.9,0.0
instead of,0.549254070476,0.5,2,bottom_up,1.0,1.0,False,1100.30272399,1340.76806983,-0.0985081409527,0.0,0.0
intelligent being,0.477484268717,0.5,2,top_down,2.0,2.0,False,1598.2130825,1460.4758465,0.0450314625659,0.0,0.0
into how,0.544391928293,0.5,4,bottom_up,2.0,2.2,True,2208.63121601,2639.02481373,-0.0887838565853,-0.2,0.001
is,0.497947203601,0.5,5762,top_down,5397.4,5616.9,True,4618711.08264,4580941.05708,0.00410559279735,-219.5,1.298
is he,0.497669234397,0.5,2683,top_down,2524.3,2603.1,True,2121178.83729,2101494.71276,0.00466153120692,-78.8,0.605
is it,0.510903567858,0.5,7348,bottom_up,7101.5,7222.6,True,6022503.49182,6291026.30728,-0.0218071357151,-121.1,1.656
is that a,0.499311017413,0.5,1717,top_down,1608.1,1667.6,True,1376007.32022,1372220.35819,0.00137796517301,-59.5,0.387
is the,0.502993925842,0.5,34598,bottom_up,32234.9,33537.1,True,27115272.5805,27441953.1565,-0.0059878516837,-1302.2,7.797
is the man,0.496928324349,0.5,5215,top_down,4861.1,5029.6,True,4115903.75311,4065641.64554,0.00614335130157,-168.5,1.175
is the person,0.497644487512,0.5,1729,top_down,1607.3,1668.7,True,1388994.48232,1375968.67185,0.0047110249755,-61.4,0.39
is the woman,0.492587189157,0.5,2037,top_down,1902.8,1975.1,True,1620418.99017,1573073.47896,0.0148256216869,-72.3,0.459
is there,0.503459364622,0.5,4127,bottom_up,3954.0,4061.5,True,3196814.06057,3241358.03009,-0.00691872924353,-107.5,0.93
is there a,0.50049991638,0.5,12368,bottom_up,11858.7,12214.0,True,9615430.33371,9634677.22189,-0.000999832760698,-355.3,2.787
is this,0.504494911855,0.5,15335,bottom_up,14520.0,14912.5,True,12147814.3091,12368209.037,-0.00898982371007,-392.5,3.456
is this a,0.503267289295,0.5,16545,bottom_up,15591.3,16087.9,True,13221818.4685,13395753.0816,-0.00653457859075,-496.6,3.728
is this an,0.50588777951,0.5,2523,bottom_up,2372.8,2444.8,True,1979955.03843,2027140.83235,-0.0117755590192,-72.0,0.569
is this person,0.500740017943,0.5,1802,bottom_up,1697.9,1745.4,True,1456345.56908,1460662.84621,-0.00148003588625,-47.5,0.406
it appears,0.489334183297,0.5,1,top_down,1.0,1.0,False,454.088978183,435.120683655,0.0213316334067,0.0,0.0
it could,0.499301283412,0.5,2,top_down,1.2,1.2,False,1018.58515098,1015.74231429,0.0013974331761,0.0,0.0
it looks,0.509640078877,0.5,1,bottom_up,1.0,1.0,False,528.408389514,549.18455141,-0.0192801577544,0.0,0.0
it's not,0.507718850396,0.5,1,bottom_up,1.0,1.0,False,797.949610537,822.972927689,-0.0154377007919,0.0,0.0
it's said,0.541238760417,0.5,2,bottom_up,0.0,0.6,False,1240.92597943,1464.02350705,-0.0824775208332,-0.6,0.0
it's the,0.526548823438,0.5,4,bottom_up,3.5,3.9,True,2717.71554254,3022.50789987,-0.0530976468757,-0.4,0.001
it's this,0.507327087761,0.5,2,bottom_up,2.0,2.0,False,1343.63289172,1383.59821505,-0.0146541755214,0.0,0.0
it's very,0.532683044586,0.5,2,bottom_up,2.0,2.0,False,1406.31496809,1603.02366556,-0.0653660891711,0.0,0.0
jars resembling,0.495062924574,0.5,1,top_down,1.0,1.0,False,686.136991838,672.71943846,0.00987415085128,0.0,0.0
judging by,0.528498645548,0.5,15,bottom_up,12.9,12.8,True,11232.2013154,12590.0023949,-0.0569972910958,0.1,0.003
judging from,0.507461489978,0.5,10,bottom_up,8.1,7.1,True,6970.41184956,7181.60206961,-0.0149229799558,1.0,0.002
"july 16,",0.503780614545,0.5,1,bottom_up,0.0,0.0,False,691.962193124,702.506087251,-0.00756122909025,0.0,0.0
junction 29,0.51993764898,0.5,2,bottom_up,0.0,0.9,False,1197.63921262,1297.11841641,-0.0398752979606,-0.9,0.0
kitchen is,0.482504301089,0.5,2,top_down,2.0,2.0,False,2401.85296407,2239.44737741,0.034991397822,0.0,0.0
lady is,0.544200089663,0.5,2,bottom_up,1.9,1.3,False,1588.75436193,1896.88555571,-0.0884001793251,0.6,0.0
lamps are,0.498775275643,0.5,2,top_down,2.0,2.0,False,1181.00612974,1175.23463882,0.00244944871425,0.0,0.0
laptop or,0.515414598442,0.5,2,bottom_up,1.6,1.6,False,1995.60213768,2122.5618253,-0.0308291968849,0.0,0.0
"legally, could",0.489745169169,0.5,2,top_down,2.0,2.0,False,2098.55234284,2014.20115999,0.0205096616629,0.0,0.0
"lid open,or",0.50687099118,0.5,2,bottom_up,1.0,2.0,False,1536.45121352,1579.26736324,-0.0137419823595,-1.0,0.0
lifting up,0.498557948907,0.5,2,top_down,2.0,2.0,False,1574.04953858,1564.99620988,0.00288410218534,0.0,0.0
"liquid, scissors",0.487395329209,0.5,1,top_down,1.0,1.0,False,721.399786852,685.922127984,0.0252093415828,0.0,0.0
long or,0.484277055567,0.5,2,top_down,1.3,2.0,False,2046.84651473,1922.0413093,0.0314458888653,-0.7,0.0
looking at,0.491765158446,0.5,8,top_down,8.0,6.6,True,6918.41587578,6694.22007541,0.0164696831074,1.4,0.002
"looking closely,",0.520477074608,0.5,2,bottom_up,1.0,2.0,False,916.231797165,994.483517263,-0.0409541492168,-1.0,0.0
