_q_type,sum_bottom_up,count_bottom_up,_count,winner,my_score,base_score,above_median,o_top_down,o_bottom_up,_diff,diff_score,percen
where's the,0.535325077239,0.5,1,bottom_up,1.0,0.0,False,566.962374986,653.164529253,-0.0706501544778,1.0,0.003
which,0.502569527426,0.5,256,bottom_up,104.7,106.8,True,187315.012247,189250.201536,-0.00513905485162,-2.1,0.853
who,0.462836067346,0.5,123,top_down,54.8,58.2,True,99329.7756493,85585.4236243,0.0743278653082,-3.4,0.41
who is,0.463634532304,0.5,387,top_down,183.5,193.5,True,315870.525364,273038.612878,0.0727309353925,-10.0,1.29
why,0.485465942958,0.5,135,top_down,23.1,21.8,True,93661.0040418,88369.7143527,0.0290681140841,1.3,0.45
why is the,0.483512818306,0.5,243,top_down,57.3,54.9,True,173392.63445,162322.637091,0.032974363389,2.4,0.81
will 3,0.481342584798,0.5,1,top_down,0.9,0.9,False,801.225846811,743.581618247,0.037314830403,0.0,0.003
will a,0.473855640797,0.5,1,top_down,1.0,1.0,False,657.669300363,592.309510318,0.0522887184059,0.0,0.003
will all,0.50245000268,0.5,1,bottom_up,1.0,0.0,False,483.017231862,487.774114663,-0.00490000535957,1.0,0.003
will an,0.491536084302,0.5,1,top_down,1.0,1.0,False,630.188060839,609.207777062,0.0169278313961,0.0,0.003
will anyone,0.501636939359,0.5,1,bottom_up,1.0,1.0,False,780.760362933,785.889384199,-0.00327387871819,0.0,0.003
will everyone,0.494761368302,0.5,1,top_down,0.6,1.0,False,733.715731863,718.500480102,0.0104772633962,-0.4,0.003
will he,0.50538260046,0.5,2,bottom_up,2.0,2.0,False,1496.58271011,1529.15538868,-0.0107652009201,0.0,0.007
will it,0.504880559938,0.5,12,bottom_up,12.0,12.0,True,11813.7718025,12046.6764987,-0.00976111987574,0.0,0.04
will more,0.476501955324,0.5,2,top_down,2.0,2.0,False,1380.2081907,1256.30249876,0.0469960893526,0.0,0.007
will she,0.494050245375,0.5,12,top_down,9.1,8.7,True,9152.5874537,8937.32635696,0.0118995092508,0.4,0.04
will someone,0.486732032672,0.5,2,top_down,2.0,2.0,False,1426.67899074,1352.91974044,0.0265359346569,0.0,0.007
will that,0.502367268573,0.5,3,bottom_up,2.6,3.0,True,2159.69303146,2180.2406085,-0.00473453714679,-0.4,0.01
will the,0.49767152326,0.5,237,top_down,182.0,186.9,True,181851.71298,180165.814197,0.00465695347959,-4.9,0.79
will this,0.497493510642,0.5,8,top_down,7.6,5.9,True,6431.1939162,6367.03665873,0.00501297871564,1.7,0.027
will those,0.485822990014,0.5,2,top_down,2.0,2.0,False,1840.8410933,1739.3288823,0.0283540199719,0.0,0.007
will water,0.487103746309,0.5,1,top_down,0.0,0.0,False,716.760856705,680.716413888,0.0257925073813,0.0,0.003
will you,0.491113363313,0.5,1,top_down,1.0,1.0,False,883.182907555,852.337037133,0.0177732733734,0.0,0.003
would a,0.514679155937,0.5,2,bottom_up,0.3,0.3,False,1520.19614217,1612.15673484,-0.0293583118747,0.0,0.007
would it,0.508861479605,0.5,3,bottom_up,1.9,2.0,True,2034.36969825,2107.7808637,-0.01772295921,-0.1,0.01
would jelly,0.516754359634,0.5,1,bottom_up,0.3,1.0,False,786.949766291,841.51762287,-0.0335087192671,-0.7,0.003
would more,0.52038308572,0.5,1,bottom_up,0.0,0.0,False,640.946223535,695.424960323,-0.0407661714395,0.0,0.003
would one,0.478604269224,0.5,1,top_down,0.0,0.0,False,595.461205516,546.591117448,0.0427914615516,0.0,0.003
would pillows,0.459204655088,0.5,1,top_down,1.0,1.0,False,579.124636665,491.751143079,0.0815906898248,0.0,0.003
would she,0.472963791211,0.5,1,top_down,0.0,0.0,False,660.237911216,592.49937743,0.054072417577,0.0,0.003
would the,0.502065545531,0.5,16,bottom_up,13.2,14.9,True,12236.9366452,12338.459846,-0.00413109106163,-1.7,0.053
would there,0.505990153328,0.5,2,bottom_up,2.0,2.0,False,1316.77318548,1348.70644888,-0.011980306656,0.0,0.007
would these,0.477459721112,0.5,1,top_down,1.0,1.0,False,938.947126372,857.942346664,0.045080557777,0.0,0.003
would they,0.513648814996,0.5,1,bottom_up,0.0,0.0,False,657.883271627,694.808552536,-0.0272976299918,0.0,0.003
would this,0.495576512018,0.5,6,top_down,6.0,5.0,True,4628.84386812,4547.65956283,0.00884697596452,1.0,0.02
would you,0.497141685245,0.5,9,top_down,6.3,5.9,True,6840.28634042,6762.52411276,0.00571662950996,0.4,0.03
