_q_type,sum_bottom_up,count_bottom_up,_count,winner,my_score,base_score,above_median,o_top_down,o_bottom_up,_diff,diff_score,percen
if these,0.461975256086,0.5,2,top_down,2.0,2.0,False,1340.64900188,1151.14903723,0.0760494878286,0.0,0.001
if they,0.508705777603,0.5,1,bottom_up,0.0,0.0,False,807.98076164,836.615744498,-0.0174115552059,0.0,0.0
if they're,0.544618538302,0.5,1,bottom_up,0.0,0.0,False,445.922010019,533.305401559,-0.0892370766043,0.0,0.0
if this,0.501339311175,0.5,14,bottom_up,7.7,7.7,True,10149.3942741,10203.9130981,-0.00267862234983,0.0,0.007
if water,0.507521805032,0.5,1,bottom_up,1.0,1.0,False,894.456952434,921.779708546,-0.0150436100642,0.0,0.0
if you,0.509607324987,0.5,34,bottom_up,13.1,12.0,True,23114.5176745,24020.1946739,-0.0192146499741,1.1,0.016
if you're,0.477265622065,0.5,2,top_down,0.6,1.6,False,1708.16833628,1559.58754201,0.0454687558698,-1.0,0.001
in a,0.480975764119,0.5,2,top_down,1.0,1.0,False,1556.54981646,1442.44273312,0.0380484717617,0.0,0.001
in addition,0.504713584053,0.5,2,bottom_up,0.0,0.0,False,1337.79968554,1363.26305809,-0.0094271681067,0.0,0.001
in american,0.520025973386,0.5,2,bottom_up,0.0,0.0,False,1353.28609031,1466.21249769,-0.0400519467723,0.0,0.001
in black,0.542236807534,0.5,2,bottom_up,2.0,1.0,False,1100.92546308,1304.08542726,-0.0844736150682,1.0,0.001
in how,0.513739933471,0.5,4,bottom_up,1.3,0.6,True,2190.12062519,2313.8902446,-0.0274798669429,0.7,0.002
in order,0.500727517109,0.5,2,bottom_up,0.0,0.0,False,1140.38623295,1143.70967065,-0.00145503421803,0.0,0.001
"in order,",0.519163395914,0.5,2,bottom_up,0.0,0.0,False,1353.40584701,1461.28387401,-0.038326791828,0.0,0.001
in reference,0.482297772287,0.5,2,top_down,1.3,1.3,False,1348.39583849,1256.18217241,0.035404455425,0.0,0.001
in some,0.557559709216,0.5,1,bottom_up,1.0,0.6,False,309.59256177,390.146065608,-0.115119418432,0.4,0.0
"in surfing,",0.524390273456,0.5,1,bottom_up,1.0,1.0,False,761.020678609,839.074180972,-0.048780546913,0.0,0.0
in the,0.522064327728,0.5,10,bottom_up,7.6,8.3,True,6497.52992576,7097.45848528,-0.0441286554559,-0.7,0.005
in this,0.501623819601,0.5,7,bottom_up,4.3,5.0,True,4868.36561981,4900.09003935,-0.00324763920193,-0.7,0.003
in what,0.510705806411,0.5,122,bottom_up,50.2,53.7,True,90465.7647405,94424.5648932,-0.021411612822,-3.5,0.057
in which,0.502322960242,0.5,56,bottom_up,27.6,26.1,True,42263.854257,42658.3962802,-0.00464592048307,1.5,0.026
"including reflections,",0.509475618207,0.5,2,bottom_up,0.0,1.0,False,1146.98582427,1191.29921689,-0.0189512364138,-1.0,0.001
into what,0.520153657714,0.5,2,bottom_up,1.0,0.0,False,1085.95041123,1177.17074972,-0.0403073154275,1.0,0.001
is,0.498060759591,0.5,3019,top_down,2361.0,2336.6,True,2399442.47384,2380901.99949,0.00387848081847,24.4,1.408
is he,0.497157392601,0.5,1151,top_down,922.8,922.8,True,896855.892286,886715.903518,0.0056852147986,1.13686837722e-13,0.537
is it,0.511250423383,0.5,3566,bottom_up,3214.8,3217.4,True,2909780.7357,3043739.99334,-0.0225008467654,-2.6,1.664
is that a,0.497818201095,0.5,782,top_down,614.4,619.4,True,619777.444736,614392.025538,0.00436359781007,-5.0,0.365
is the,0.502724733726,0.5,17119,bottom_up,13635.0,13539.7,True,13342832.8882,13489052.3736,-0.00544946745296,95.3,7.986
is the man,0.496616799902,0.5,2622,top_down,2100.3,2066.6,True,2051634.45319,2024056.6958,0.00676640019538,33.7,1.223
is the person,0.498938917615,0.5,809,top_down,640.1,616.6,True,647705.690134,644962.435378,0.00212216477078,23.5,0.377
is the woman,0.493053939614,0.5,1038,top_down,802.4,795.0,True,818441.882428,796013.670901,0.0138921207715,7.4,0.484
is there,0.502572826521,0.5,2021,bottom_up,1643.7,1649.6,True,1552961.89776,1569026.5672,-0.00514565304185,-5.9,0.943
is there a,0.499800908829,0.5,5778,top_down,4593.1,4636.1,True,4488122.16087,4484549.40148,0.000398182342912,-43.0,2.696
is this,0.50445070666,0.5,7312,bottom_up,5908.5,5954.5,True,5763469.73434,5866997.32878,-0.00890141332067,-46.0,3.411
is this a,0.502578969037,0.5,7752,bottom_up,6368.3,6352.8,True,6141553.18705,6205237.16711,-0.00515793807419,15.5,3.616
is this an,0.504088517211,0.5,1124,bottom_up,899.6,907.9,True,877078.647418,891540.708772,-0.00817703442141,-8.3,0.524
is this person,0.500446324502,0.5,769,bottom_up,624.6,623.5,True,617308.149146,618411.212804,-0.000892649003895,1.1,0.359
it is,0.500693674235,0.5,2,bottom_up,1.9,2.0,False,1361.37670508,1365.15936072,-0.00138734846989,-0.1,0.001
it looks,0.518131967484,0.5,2,bottom_up,0.3,0.3,False,1047.61936609,1126.46004029,-0.0362639349674,0.0,0.001
it's 20,0.471962547051,0.5,1,top_down,0.0,0.0,False,643.251277659,574.941246501,0.0560749058981,0.0,0.0
it's this,0.478688956542,0.5,2,top_down,1.0,1.0,False,1347.40421466,1237.2412318,0.0426220869151,0.0,0.001
jet or,0.481990149958,0.5,1,top_down,1.0,1.0,False,897.99678386,835.554776572,0.0360197000846,0.0,0.0
judging by,0.495265809046,0.5,7,top_down,3.9,3.9,True,5757.68716806,5649.67787923,0.00946838190768,0.0,0.003
judging from,0.567694428376,0.5,1,bottom_up,0.0,0.0,False,538.394945174,707.00872416,-0.135388856752,0.0,0.0
just by,0.500704645596,0.5,2,bottom_up,1.0,0.0,False,1380.36967095,1384.26584743,-0.00140929119123,1.0,0.001
kid looks,0.499779897261,0.5,2,top_down,2.0,2.0,False,1837.74436669,1836.12710834,0.000440205477789,0.0,0.001
kitchen flooring,0.507265865764,0.5,2,bottom_up,1.0,0.0,False,1082.7931057,1114.7268761,-0.014531731528,1.0,0.001
last name,0.484692460598,0.5,2,top_down,0.0,0.0,False,1278.49998349,1202.54266722,0.030615078803,0.0,0.001
letters on,0.471259728663,0.5,2,top_down,1.0,1.0,False,1120.37529061,998.576775929,0.057480542674,0.0,0.001
"lid up,",0.50935796838,0.5,2,bottom_up,1.3,1.3,False,1916.80640655,1989.9245358,-0.0187159367594,0.0,0.001
looking at,0.496796662922,0.5,7,top_down,1.0,2.6,True,4347.24261305,4291.89447671,0.00640667415691,-1.6,0.003
love music,0.522544717211,0.5,1,bottom_up,0.0,0.3,False,525.138308965,574.730784319,-0.0450894344216,-0.3,0.0
make and,0.475608302366,0.5,2,top_down,0.0,0.0,False,1283.99157453,1164.54370993,0.048783395267,0.0,0.001
man or,0.482534832347,0.5,4,top_down,4.0,4.0,True,4475.39040715,4173.28913093,0.0349303353057,0.0,0.002
might a,0.501925292666,0.5,2,bottom_up,2.0,2.0,False,1483.12448872,1494.59043412,-0.00385058533174,0.0,0.001
might one,0.498596800212,0.5,13,top_down,10.5,10.1,True,9395.06192489,9342.47690388,0.00280639957523,0.4,0.006
might someone,0.506331169494,0.5,2,bottom_up,2.0,2.0,False,1201.28878687,1232.10119573,-0.0126623389881,0.0,0.001
might that,0.512060422807,0.5,1,bottom_up,1.0,1.0,False,722.106639037,757.803318649,-0.024120845614,0.0,0.0
might the,0.497776785035,0.5,8,top_down,4.9,5.9,True,6006.7951719,5953.61405037,0.00444642992925,-1.0,0.004
might this,0.502401888096,0.5,12,bottom_up,10.3,11.3,True,10556.3381594,10658.2482847,-0.00480377619147,-1.0,0.006
might you,0.492447785211,0.5,2,top_down,1.0,1.0,False,1759.20858281,1706.85565955,0.0151044295778,0.0,0.001
"more green,",0.50444552434,0.5,2,bottom_up,0.3,0.3,False,1459.17001244,1485.34988216,-0.00889104867995,0.0,0.001
"most probably,",0.490951208066,0.5,2,top_down,0.3,0.3,False,1604.94492692,1547.88629937,0.0180975838688,0.0,0.001
mutt or,0.52545977804,0.5,2,bottom_up,0.0,0.0,False,993.030778296,1099.5858901,-0.0509195560799,0.0,0.001
name a,0.511616894897,0.5,12,bottom_up,3.8,4.3,True,9293.73243543,9735.86203318,-0.0232337897941,-0.5,0.006
name flowers,0.517884606965,0.5,2,bottom_up,0.0,1.0,False,1114.30598672,1196.9788277,-0.0357692139295,-1.0,0.001
name food,0.55141012465,0.5,2,bottom_up,0.0,0.0,False,967.502174875,1189.26111391,-0.1028202493,0.0,0.001
name four,0.553754066028,0.5,2,bottom_up,0.0,0.0,False,1254.68176558,1556.95565241,-0.107508132057,0.0,0.001
name objects,0.499448646289,0.5,2,top_down,0.0,0.0,False,1353.15314755,1350.17217065,0.00110270742294,0.0,0.001
name of,0.470769802896,0.5,2,top_down,0.0,0.0,False,1201.94023838,1069.17022538,0.0584603942079,0.0,0.001
name on,0.535131430801,0.5,1,bottom_up,1.0,0.0,False,859.048289925,988.889701247,-0.0702628616016,1.0,0.0
name one,0.511331017781,0.5,7,bottom_up,4.6,3.1,True,5715.52077971,5980.57819052,-0.0226620355628,1.5,0.003
name the,0.50370988687,0.5,8,bottom_up,3.6,3.6,True,5224.01547811,5302.11699944,-0.00741977373955,0.0,0.004
name this,0.544445181247,0.5,2,bottom_up,0.3,0.0,False,1120.15334997,1338.72383419,-0.0888903624939,0.3,0.001
near what,0.480011312047,0.5,1,top_down,0.0,0.0,False,768.541173361,709.454773795,0.0399773759053,0.0,0.0
new york,0.476841071436,0.5,2,top_down,1.0,1.0,False,1667.99828102,1520.32211255,0.0463178571272,0.0,0.001
no one,0.490759272769,0.5,1,top_down,0.9,0.9,False,608.490976468,586.407514423,0.0184814544611,0.0,0.0
now where,0.566519426663,0.5,2,bottom_up,0.0,0.0,False,1097.33754737,1434.11971938,-0.133038853325,0.0,0.001
number of,0.483480935983,0.5,1,top_down,0.0,0.0,False,572.445691798,535.830326799,0.0330381280336,0.0,0.0
of the,0.500122487956,0.5,7,bottom_up,0.0,0.3,True,4530.21492226,4532.43505321,-0.000244975912565,-0.3,0.003
of what,0.505924999005,0.5,8,bottom_up,3.3,3.6,True,5909.24418548,6050.97273216,-0.0118499980106,-0.3,0.004
of which,0.505411907176,0.5,2,bottom_up,1.6,1.6,False,1405.74590444,1436.50995419,-0.0108238143518,0.0,0.001
on a,0.552890210176,0.5,2,bottom_up,0.0,0.0,False,1040.09184018,1286.16417982,-0.105780420351,0.0,0.001
"on average,",0.518336187791,0.5,2,bottom_up,0.6,0.6,False,991.217152457,1066.68532502,-0.0366723755828,0.0,0.001
on that,0.488356751891,0.5,2,top_down,0.0,0.0,False,1138.80395834,1086.97340225,0.0232864962177,0.0,0.001
on the,0.520975116899,0.5,3,bottom_up,1.3,0.0,True,1723.16725627,1874.07229654,-0.0419502337977,1.3,0.001
on they,0.522989129132,0.5,2,bottom_up,1.6,2.0,False,1231.85373693,1350.59000211,-0.045978258264,-0.4,0.001
on what,0.527311985784,0.5,32,bottom_up,15.1,14.9,True,23649.2554849,26382.1706856,-0.0546239715686,0.2,0.015
on which,0.512808482562,0.5,14,bottom_up,8.3,8.7,True,10693.0918171,11255.3441354,-0.0256169651247,-0.4,0.007
one of,0.563326885681,0.5,2,bottom_up,0.0,0.0,False,745.469998751,961.687997255,-0.126653771361,0.0,0.001
one plate,0.506785721745,0.5,1,bottom_up,0.0,0.0,False,565.518687904,581.079682898,-0.0135714434891,0.0,0.0
one sheep,0.532481332849,0.5,2,bottom_up,1.0,2.0,False,1046.62113367,1192.05125998,-0.064962665698,-1.0,0.001
only a,0.485512669767,0.5,1,top_down,1.0,1.0,False,842.205064753,794.774147877,0.0289746604661,0.0,0.0
other beverages,0.509764122245,0.5,1,bottom_up,1.0,1.0,False,565.536407024,588.064201757,-0.0195282444908,0.0,0.0
other than,0.504247448544,0.5,5,bottom_up,2.0,4.2,True,3382.18087531,3440.13575297,-0.00849489708756,-2.2,0.002
over what,0.524808780175,0.5,1,bottom_up,0.0,0.0,False,703.520690486,776.979497932,-0.0496175603493,0.0,0.0
overcast or,0.512559985128,0.5,12,bottom_up,12.0,12.0,True,10109.5536485,10630.5442918,-0.0251199702555,0.0,0.006
packages of,0.516326015014,0.5,2,bottom_up,1.0,1.0,False,1358.22966122,1449.92149717,-0.032652030028,0.0,0.001
parachute is,0.540138643091,0.5,1,bottom_up,0.0,0.0,False,585.410038039,687.604163401,-0.0802772861814,0.0,0.0
pattern on,0.525049541642,0.5,2,bottom_up,1.6,1.0,False,985.827737648,1089.8155643,-0.0500990832844,0.6,0.001
pedestrians have,0.514911458156,0.5,2,bottom_up,0.0,1.0,False,903.697462045,959.256172376,-0.0298229163112,-1.0,0.001
people are,0.536707411262,0.5,2,bottom_up,1.2,1.0,False,1262.19135946,1462.20223142,-0.0734148225233,0.2,0.001
perpendicular to,0.489295818735,0.5,2,top_down,2.0,1.0,False,1452.42066497,1391.53620527,0.0214083625305,1.0,0.001
pizza is,0.541982956452,0.5,1,bottom_up,1.0,1.0,False,527.646893993,624.377689864,-0.0839659129036,0.0,0.0
please identify,0.514996971926,0.5,2,bottom_up,2.0,2.0,False,1223.56128126,1299.2297333,-0.0299939438528,0.0,0.001
public or,0.510675222419,0.5,1,bottom_up,1.0,1.0,False,1018.89111009,1063.34783789,-0.0213504448388,0.0,0.0
pulse attention,0.553151897927,0.5,2,bottom_up,0.0,0.0,False,1136.60997848,1407.00601364,-0.106303795854,0.0,0.001
reading the,0.518069867278,0.5,2,bottom_up,0.0,0.0,False,1454.08014604,1563.12099435,-0.0361397345554,0.0,0.001
restaurant shown,0.488802765592,0.5,1,top_down,1.0,0.0,False,554.152543024,529.876293059,0.0223944688157,1.0,0.0
roughly how,0.514920542511,0.5,5,bottom_up,0.9,1.2,True,3342.66941206,3548.30352124,-0.029841085022,-0.3,0.002
roughly what,0.526638111957,0.5,4,bottom_up,1.3,1.0,True,2234.59657721,2486.09732244,-0.0532762239149,0.3,0.002
scissors are,0.509453802047,0.5,1,bottom_up,0.0,0.0,False,654.337593749,679.558370545,-0.0189076040944,0.0,0.0
see a,0.508023461017,0.5,4,bottom_up,4.0,2.0,True,3249.74080603,3355.73841611,-0.0160469220345,2.0,0.002
see any,0.506941044957,0.5,6,bottom_up,4.3,4.3,True,4277.23236684,4397.65797456,-0.0138820899145,0.0,0.003
shape of,0.491642724172,0.5,1,top_down,1.0,0.0,False,727.44999335,703.53177467,0.0167145516557,1.0,0.0
should a,0.493951915089,0.5,11,top_down,10.5,6.4,True,8939.40591352,8725.72548422,0.0120961698211,4.1,0.005
should cars,0.539323723021,0.5,2,bottom_up,2.0,2.0,False,2014.5427582,2358.46896146,-0.0786474460413,0.0,0.001
should drivers,0.510087722472,0.5,2,bottom_up,2.0,1.0,False,1592.26049988,1657.83257376,-0.0201754449449,1.0,0.001
should he,0.488063248339,0.5,9,top_down,7.0,7.0,True,7372.36240467,7028.56189068,0.0238735033211,0.0,0.004
should pedestrians,0.533554124992,0.5,1,bottom_up,0.0,0.0,False,978.830570437,1119.65635566,-0.0671082499832,0.0,0.0
should perishable,0.515728479843,0.5,2,bottom_up,1.0,2.0,False,1531.24270271,1630.70806039,-0.0314569596851,-1.0,0.001
should she,0.498171679011,0.5,4,top_down,3.0,4.0,True,3157.79607715,3134.78635608,0.00365664197714,-1.0,0.002
should someone,0.510741423086,0.5,8,bottom_up,4.9,7.6,True,6468.841592,6752.88184266,-0.0214828461714,-2.7,0.004
should the,0.49883338647,0.5,50,top_down,33.9,32.8,True,40637.1276438,40447.937775,0.00233322705993,1.1,0.023
should there,0.491789328054,0.5,2,top_down,0.6,1.6,False,1603.53907693,1551.72539399,0.0164213438913,-1.0,0.001
should these,0.491795576565,0.5,4,top_down,1.9,1.5,True,3203.86763366,3100.42151834,0.0164088468704,0.4,0.002
should they,0.529972109744,0.5,2,bottom_up,1.6,1.3,False,1434.13831817,1617.03874579,-0.059944219488,0.3,0.001
should this,0.496978600383,0.5,36,top_down,26.6,24.5,True,29772.2169603,29414.5631309,0.00604279923479,2.1,0.017
should traffic,0.5171086084,0.5,1,bottom_up,1.0,1.0,False,790.594268122,846.615013042,-0.0342172167997,0.0,0.0
should we,0.501264808505,0.5,2,bottom_up,2.0,1.0,False,1411.53037866,1418.68975164,-0.00252961700907,1.0,0.001
should you,0.50401164736,0.5,26,bottom_up,20.0,17.1,True,24011.5051523,24399.9243188,-0.00802329472058,2.9,0.012
sideburns that,0.507164788317,0.5,1,bottom_up,0.0,0.0,False,520.223711803,535.349630911,-0.0143295766347,0.0,0.0
skateboards have,0.538035229733,0.5,2,bottom_up,0.0,1.0,False,961.293481258,1119.58701684,-0.0760704594663,-1.0,0.001
something you,0.535354153527,0.5,2,bottom_up,0.0,0.0,False,1234.92484731,1422.85172959,-0.0707083070532,0.0,0.001
spell the,0.490054161502,0.5,2,top_down,0.3,0.3,False,1702.99410234,1636.56467777,0.0198916769969,0.0,0.001
spot the,0.498238250449,0.5,2,top_down,1.0,1.0,False,1265.13327253,1256.24918371,0.00352349910266,0.0,0.001
stainless steel,0.514745849207,0.5,2,bottom_up,0.0,0.3,False,1806.14445433,1915.91428824,-0.0294916984134,-0.3,0.001
sunny or,0.512920000117,0.5,4,bottom_up,4.0,4.0,True,3536.2984123,3723.90199246,-0.0258400002337,0.0,0.002
take whom,0.464411652947,0.5,2,top_down,0.0,0.0,False,1486.98601363,1289.37389377,0.0711766941052,0.0,0.001
taking this,0.511416549914,0.5,2,bottom_up,1.6,1.6,False,1539.52103617,1611.46788067,-0.022833099828,0.0,0.001
that is,0.51386137015,0.5,6,bottom_up,0.6,1.5,True,3497.59721995,3697.05262928,-0.0277227403007,-0.9,0.003
the animal,0.514454083455,0.5,1,bottom_up,1.0,1.0,False,734.572785267,778.307377528,-0.0289081669101,0.0,0.0
the bag,0.520175620664,0.5,2,bottom_up,0.0,0.0,False,1201.695483,1302.75309184,-0.0403512413277,0.0,0.001
the ball,0.537395589069,0.5,1,bottom_up,1.0,1.0,False,873.795513526,1015.06566652,-0.0747911781376,0.0,0.0
the basket,0.530375534466,0.5,1,bottom_up,0.6,0.6,False,566.769464291,640.087302949,-0.0607510689323,0.0,0.0
the bathroom,0.511929084021,0.5,2,bottom_up,1.9,1.9,False,1537.24325478,1612.38767886,-0.023858168041,0.0,0.001
the bird,0.494781567201,0.5,2,top_down,1.0,0.0,False,1241.50830064,1215.86106682,0.0104368655977,1.0,0.001
the birds,0.505221423191,0.5,1,bottom_up,0.6,0.6,False,632.669959434,646.023155201,-0.0104428463829,0.0,0.0
the blue,0.497051942856,0.5,1,top_down,0.0,0.0,False,766.928590957,757.937804416,0.00589611428797,0.0,0.0
the boy,0.513333738166,0.5,1,bottom_up,1.0,1.0,False,654.255079893,690.105791617,-0.026667476333,0.0,0.0
the bus,0.526181338323,0.5,3,bottom_up,1.0,1.0,True,1929.66962227,2142.92138849,-0.0523626766465,0.0,0.001
the cake,0.516616732623,0.5,6,bottom_up,3.9,2.9,True,3827.79960905,4090.96768677,-0.0332334652458,1.0,0.003
the call,0.509619281912,0.5,1,bottom_up,0.0,0.0,False,430.323936479,447.206359077,-0.0192385638234,0.0,0.0
the canopy,0.522461847913,0.5,1,bottom_up,1.0,0.0,False,678.737920642,742.589187309,-0.0449236958261,1.0,0.0
the cat,0.481436339221,0.5,7,top_down,3.0,3.0,True,4308.57675267,4000.0979165,0.037127321558,0.0,0.003
the catcher,0.510788196427,0.5,1,bottom_up,1.0,0.3,False,607.588726167,634.386062114,-0.0215763928542,0.7,0.0
the center,0.538162098041,0.5,1,bottom_up,1.0,0.0,False,409.407944703,477.067467918,-0.0763241960823,1.0,0.0
the chairs,0.505936892007,0.5,2,bottom_up,2.0,2.0,False,1166.42807584,1194.46075996,-0.0118737840139,0.0,0.001
the critter,0.545581710303,0.5,1,bottom_up,0.3,0.0,False,471.499290451,566.089427128,-0.0911634206063,0.3,0.0
the crosswalk,0.530653999373,0.5,2,bottom_up,0.0,0.0,False,1312.06412272,1483.45159696,-0.0613079987467,0.0,0.001
the fencing,0.509446822964,0.5,2,bottom_up,0.3,0.0,False,1280.58663642,1329.90840543,-0.0188936459278,0.3,0.001
the first,0.496838207801,0.5,2,top_down,0.0,0.0,False,1047.60657311,1034.44057226,0.00632358439781,0.0,0.001
the flowers,0.543267632858,0.5,2,bottom_up,0.0,0.0,False,1035.86558761,1232.12692208,-0.0865352657156,0.0,0.001
the food,0.532544764044,0.5,2,bottom_up,0.6,0.6,False,1002.42183277,1142.00132408,-0.0650895280888,0.0,0.001
the glasses,0.474915460774,0.5,1,top_down,0.0,1.0,False,580.577082515,525.105982103,0.0501690784521,-1.0,0.0
the grass,0.545363589927,0.5,1,bottom_up,1.0,0.0,False,676.172415547,811.109290373,-0.0907271798536,1.0,0.0
the green,0.525652202794,0.5,2,bottom_up,1.9,1.9,False,1407.00004648,1559.17805062,-0.0513044055888,0.0,0.001
the ground,0.535902848041,0.5,1,bottom_up,1.0,1.0,False,750.730340242,866.884284355,-0.0718056960829,0.0,0.0
the group,0.479215097447,0.5,2,top_down,0.0,0.0,False,1021.23782451,939.72114243,0.0415698051063,0.0,0.001
the is,0.498107484068,0.5,2,top_down,2.0,2.0,False,1341.0458391,1330.93231665,0.00378503186384,0.0,0.001
the jet,0.480178487009,0.5,3,top_down,1.6,1.6,True,2115.01364796,1953.71685877,0.0396430259823,0.0,0.001
the ladies,0.524407324984,0.5,2,bottom_up,0.0,0.0,False,908.139235307,1001.35029852,-0.0488146499689,0.0,0.001
the lamp,0.496735957744,0.5,2,top_down,0.3,0.0,False,1459.71711303,1440.78240704,0.0065280845113,0.3,0.001
the land,0.53542590653,0.5,1,bottom_up,1.0,1.0,False,552.224850141,636.444208041,-0.0708518130596,0.0,0.0
the laptop,0.474998528409,0.5,1,top_down,1.0,0.0,False,468.758025233,424.111901041,0.0500029431816,1.0,0.0
the little,0.490682247466,0.5,1,top_down,1.0,1.0,False,631.319122475,608.21969064,0.018635505069,0.0,0.0
the main,0.521860376534,0.5,1,bottom_up,0.0,0.0,False,529.842852151,578.291312322,-0.0437207530679,0.0,0.0
the man,0.507493689187,0.5,16,bottom_up,7.5,8.2,True,9717.97935892,10013.7055872,-0.0149873783742,-0.7,0.007
the man's,0.482935341545,0.5,2,top_down,1.3,0.0,False,1022.5603395,955.065326423,0.0341293169091,1.3,0.001
the manufacturer,0.521458645966,0.5,1,bottom_up,0.0,0.0,False,594.105246332,647.386719458,-0.0429172919312,0.0,0.0
the monkey,0.500111162281,0.5,1,bottom_up,0.0,0.0,False,599.515457783,599.782091085,-0.000222324561784,0.0,0.0
the name,0.498340594902,0.5,5,top_down,0.0,0.0,True,3877.82958611,3852.17516752,0.00331881019568,0.0,0.002
the one,0.499887083847,0.5,2,top_down,1.0,1.0,False,1391.57454204,1390.94615897,0.000225832305496,0.0,0.001
the other,0.509344744371,0.5,2,bottom_up,0.6,1.6,False,1534.58350479,1593.03713553,-0.0186894887412,-1.0,0.001
the overhang,0.520302338035,0.5,1,bottom_up,0.0,0.0,False,434.007967712,470.745176038,-0.0406046760708,0.0,0.0
the people,0.52474482707,0.5,2,bottom_up,0.0,0.0,False,1306.93561944,1443.03049115,-0.0494896541399,0.0,0.001
the person,0.491735768692,0.5,3,top_down,1.5,1.2,True,1696.51198687,1641.34238566,0.016528462616,0.3,0.001
the pink,0.544355902256,0.5,2,bottom_up,0.9,0.3,False,1320.96310554,1578.14853023,-0.0887118045113,0.6,0.001
the pitcher,0.500267114843,0.5,2,bottom_up,1.9,0.9,False,1450.16725684,1451.71752985,-0.000534229686895,1.0,0.001
the pizza,0.540517940772,0.5,2,bottom_up,1.0,1.0,False,1195.90822454,1406.82282996,-0.0810358815442,0.0,0.001
the plate,0.529653443293,0.5,2,bottom_up,1.3,1.0,False,1115.2109308,1255.82998551,-0.0593068865866,0.3,0.001
the purple,0.462494936159,0.5,1,top_down,0.0,0.0,False,664.155058324,571.470618535,0.0750101276825,0.0,0.0
the remote,0.503399284052,0.5,2,bottom_up,1.0,2.0,False,1794.28074725,1818.84482754,-0.00679856810412,-1.0,0.001
the right,0.536051114703,0.5,2,bottom_up,2.0,2.0,False,1171.08474726,1353.08285907,-0.0721022294051,0.0,0.001
the sandwich,0.549124122578,0.5,2,bottom_up,1.0,1.0,False,1001.41889905,1219.63338872,-0.0982482451562,0.0,0.001
the shadow,0.504522354818,0.5,2,bottom_up,2.0,1.0,False,1816.61254607,1849.77394732,-0.00904470963653,1.0,0.001
the sheep,0.528025512626,0.5,2,bottom_up,2.0,0.0,False,1138.55982099,1273.77358144,-0.0560510252528,2.0,0.001
the sign,0.486439095599,0.5,2,top_down,1.0,0.0,False,1186.01468404,1123.37973029,0.0271218088012,1.0,0.001
the small,0.482929735738,0.5,1,top_down,0.0,0.0,False,941.241377149,879.094159827,0.0341405285232,0.0,0.0
the sofa,0.568465864031,0.5,2,bottom_up,0.6,0.0,False,1183.45662683,1558.98372304,-0.136931728061,0.6,0.001
the store,0.51610052464,0.5,1,bottom_up,0.0,0.0,False,697.916624539,744.359426741,-0.0322010492796,0.0,0.0
the suitcase,0.537358115017,0.5,2,bottom_up,2.0,2.0,False,1322.09544322,1535.61261593,-0.0747162300339,0.0,0.001
the table,0.507166411835,0.5,1,bottom_up,1.0,1.0,False,721.127086409,742.099251501,-0.014332823671,0.0,0.0
the teddy,0.529302681994,0.5,1,bottom_up,0.3,0.0,False,494.236884408,555.773101844,-0.0586053639886,0.3,0.0
the tiles,0.474960177676,0.5,2,top_down,1.0,1.0,False,1428.46716484,1292.21630354,0.0500796446486,0.0,0.001
the toothbrushes,0.442032903867,0.5,1,top_down,0.3,0.3,False,605.460274727,479.65796777,0.115934192266,0.0,0.0
the towel,0.521081903087,0.5,1,bottom_up,0.0,0.0,False,629.67517912,685.111593772,-0.0421638061737,0.0,0.0
the tower,0.517037841734,0.5,2,bottom_up,0.0,0.0,False,843.258901969,902.755537333,-0.0340756834679,0.0,0.001
the train,0.507209595305,0.5,2,bottom_up,1.0,2.0,False,1180.82545544,1215.3767518,-0.0144191906091,-1.0,0.001
the truck,0.517327437513,0.5,1,bottom_up,0.0,1.0,False,561.499881733,601.814392524,-0.0346548750266,-1.0,0.0
the video,0.413672943567,0.5,1,top_down,1.0,1.0,False,927.422304735,654.326813884,0.172654112866,0.0,0.0
the wall,0.507291605986,0.5,4,bottom_up,3.0,4.0,True,2407.86394751,2479.13204599,-0.0145832119715,-1.0,0.002
the window,0.512534997691,0.5,1,bottom_up,0.0,0.0,False,649.883062415,683.30610878,-0.0250699953819,0.0,0.0
the woman,0.524228589255,0.5,2,bottom_up,2.0,2.0,False,1415.31480005,1559.46419694,-0.04845717851,0.0,0.001
the woman's,0.487899145017,0.5,2,top_down,0.3,0.0,False,1482.32063675,1412.26667418,0.0242017099669,0.3,0.001
the women,0.475422231576,0.5,2,top_down,2.0,2.0,False,1341.16038708,1215.48701167,0.0491555368477,0.0,0.001
the word,0.462948202,0.5,1,top_down,0.0,0.0,False,862.173179671,743.208615683,0.0741035959996,0.0,0.0
the yellow,0.532866211221,0.5,1,bottom_up,0.0,0.0,False,694.537675403,792.269085501,-0.0657324224424,0.0,0.0
"theoretically, could",0.504631533676,0.5,2,bottom_up,2.0,2.0,False,1533.19914885,1561.86897333,-0.00926306735206,0.0,0.001
there a,0.50029170709,0.5,4,bottom_up,3.9,4.0,True,2329.91985464,2332.64005821,-0.00058341418016,-0.1,0.002
there are,0.515691401608,0.5,8,bottom_up,4.6,5.3,True,5214.5759917,5552.47627417,-0.0313828032152,-0.7,0.004
there is,0.478916552191,0.5,12,top_down,5.3,2.9,True,8417.65478706,7736.48486649,0.0421668956177,2.4,0.006
